Image_ID,NDVI_Min,NDVI_Max,NDVI_Mean,NDVI_Std,RGB_Min,RGB_Max,RGB_Mean,RGB_Std,VV_Min,VV_Max,VV_Mean,VV_Std,VH_Min,VH_Max,VH_Mean,VH_Std
174B,-0.73626375,0.9310345,0.43464127,0.5707842,5.0,255.0,31.946207,31.146852,0.0,200.0,100.89254,58.73011,0.0,149.0,57.503506,45.27106
175A,0.071795516,0.86013573,0.63327444,0.10619465,16.0,255.0,42.93686,17.695204,11.0,203.0,131.36552,14.662118,0.0,141.0,78.92622,15.2955885
175B,0.0965966,0.84218603,0.6577316,0.08041648,17.0,255.0,39.106117,11.4971695,47.0,184.0,130.7512,13.050056,0.0,136.0,78.10874,13.622633
176A,0.07519242,0.8949516,0.45880312,0.124393284,7.0,255.0,59.413456,27.077288,35.0,173.0,109.323364,14.880452,0.0,122.0,55.872284,19.660126
176B,0.07350216,0.85754985,0.43667996,0.097181365,12.0,255.0,59.856277,24.468212,25.0,200.0,111.13688,12.684589,0.0,120.0,58.894318,16.62315
177A,0.11517077,0.9252887,0.71817964,0.08607275,2.0,140.0,39.1022,13.803775,50.0,158.0,121.35342,10.685895,0.0,116.0,73.68815,11.102155
177B,0.30828115,0.96583235,0.76976395,0.094043225,0.0,124.0,34.173923,15.318287,54.0,173.0,126.81341,10.416943,21.0,116.0,78.21195,10.102505
178A,-0.32009628,0.9005467,0.6289096,0.12364475,6.0,226.0,37.654697,14.977341,34.0,223.0,127.452354,15.64671,0.0,160.0,74.9297,15.541319
178B,-0.12847966,0.89905936,0.6866189,0.11720818,6.0,255.0,33.854202,14.2691345,37.0,212.0,130.19048,15.958401,0.0,152.0,77.56475,15.867351
179A,-0.26759607,0.93062437,0.619018,0.17341958,2.0,255.0,44.469875,22.59299,19.0,255.0,113.90031,20.251665,0.0,209.0,53.43429,24.062017
179B,-0.33074433,0.9459742,0.6430904,0.16829224,2.0,255.0,39.104366,21.12894,6.0,255.0,119.26821,19.3665,0.0,176.0,61.65674,21.900208
17A,-0.11464968,0.997449,0.41546744,0.17739156,0.0,255.0,80.05137,49.362206,0.0,237.0,113.39158,24.73967,0.0,140.0,48.514286,21.28735
17B,-0.1711111,0.9950434,0.42275003,0.20739312,0.0,255.0,70.54034,49.70712,8.0,248.0,115.105,22.281067,0.0,153.0,50.776646,20.12053
180A,0.12247325,0.9121447,0.43705982,0.19354609,17.0,220.0,70.07355,24.812391,46.0,159.0,97.46933,12.937283,0.0,100.0,30.64062,15.18501
180B,0.13432837,0.9167286,0.46205592,0.23112284,15.0,176.0,69.65467,28.663439,28.0,215.0,89.93719,14.765175,0.0,99.0,23.584534,19.027714
181A,0.3384075,0.8633377,0.7060934,0.050901346,10.0,97.0,32.07059,8.894651,66.0,180.0,127.66389,16.620628,25.0,126.0,79.397736,11.874744
181B,0.19361702,0.8991332,0.7109489,0.076570116,10.0,104.0,31.986475,9.578389,68.0,184.0,133.53896,16.188063,11.0,134.0,82.40679,11.82907
182A,-0.43410853,0.8808277,0.57870406,0.17496154,7.0,255.0,44.871586,26.130447,0.0,253.0,131.10048,22.209652,0.0,161.0,75.10982,23.139854
182B,-0.44946492,0.88465005,0.5645918,0.17891397,7.0,253.0,45.6577,25.195187,0.0,214.0,128.35332,22.637459,0.0,156.0,73.46787,24.00875
183A,-0.3158224,0.87234044,0.41329974,0.13640255,9.0,254.0,63.333202,23.525888,9.0,200.0,127.04139,14.121231,0.0,140.0,80.687416,16.312248
183B,-0.50301206,0.8850792,0.37061834,0.14783311,12.0,255.0,67.6213,26.087343,16.0,235.0,125.88898,13.683464,0.0,130.0,78.255,16.023481
184A,-0.0005970149,0.824649,0.30465502,0.19085161,16.0,255.0,106.135475,40.747684,26.0,255.0,118.68922,18.103264,0.0,144.0,55.91562,23.441572
184B,-0.032747775,0.8322404,0.32890218,0.17894144,14.0,255.0,105.03748,38.982143,25.0,255.0,117.75704,17.728731,0.0,154.0,53.778667,21.015524
185A,-0.34068137,0.90645254,0.4817222,0.17195545,0.0,255.0,49.5235,22.570866,0.0,243.0,98.73425,21.557652,0.0,124.0,43.964413,24.35182
185B,-0.12266112,0.89796287,0.47717452,0.1683839,5.0,206.0,50.483967,24.168194,23.0,188.0,99.3904,21.049528,0.0,128.0,44.948414,23.854305
186A,-0.44051448,0.88135594,0.732524,0.13864304,8.0,255.0,30.85932,19.596724,2.0,253.0,142.38556,13.97876,0.0,195.0,90.32754,14.265247
186B,-0.46798494,0.9057249,0.54661775,0.2617148,6.0,255.0,49.10362,34.700256,0.0,255.0,129.83356,23.36685,0.0,141.0,80.68493,25.816238
187A,-0.5018587,0.9581298,0.508328,0.2006056,0.0,255.0,57.782757,37.726456,3.0,255.0,132.09148,42.516674,0.0,255.0,71.18905,39.74047
187B,-0.482367,0.95768374,0.4803653,0.19624484,0.0,255.0,64.27145,36.0533,5.0,255.0,126.52163,43.281075,0.0,182.0,62.57251,39.441864
188A,-0.044155844,0.92701554,0.81540453,0.116423294,5.0,255.0,24.79172,12.654412,0.0,255.0,121.73826,19.946571,0.0,243.0,73.48978,16.99585
188B,-0.07920792,0.9292697,0.82524735,0.086581334,5.0,231.0,25.794165,12.627251,8.0,255.0,122.99338,18.721457,0.0,181.0,73.42989,16.872536
189A,0.6202707,0.90716493,0.83936226,0.020636788,11.0,57.0,25.375204,7.3403096,80.0,194.0,146.411,10.60811,30.0,141.0,91.97645,10.497667
189B,0.6037835,0.91214955,0.84219444,0.020975234,10.0,58.0,24.540487,7.364106,82.0,198.0,147.0142,11.331833,26.0,145.0,92.61564,11.072794
18A,-0.12511939,0.90620136,0.8364583,0.042831942,14.0,95.0,29.852343,7.9910707,43.0,200.0,143.55777,12.863399,0.0,147.0,90.699585,12.836455
18B,0.52412486,0.91281515,0.84334767,0.024198601,11.0,82.0,28.943441,7.7677693,76.0,193.0,143.80663,12.2124605,26.0,140.0,90.91416,12.185112
190A,0.13556139,0.5224349,0.3136281,0.0418741,32.0,196.0,98.40244,20.721169,63.0,163.0,117.566124,10.941507,6.0,129.0,77.31415,12.241682
190B,-0.13811007,0.56842107,0.2899857,0.048068326,31.0,217.0,109.50985,23.102358,57.0,168.0,117.99628,11.193846,0.0,130.0,77.53388,12.724856
191A,0.060473815,0.7193911,0.34627247,0.10076867,24.0,248.0,60.973175,19.266424,27.0,215.0,111.047485,16.307142,0.0,167.0,54.063038,18.671412
191B,0.08155408,0.7780437,0.35117796,0.10960161,22.0,253.0,63.60329,19.79451,26.0,205.0,111.796326,19.015867,0.0,121.0,53.711884,22.486454
192A,0.00024408103,0.8685606,0.32814613,0.16753657,25.0,255.0,90.52888,28.46836,35.0,255.0,118.99017,14.381566,0.0,146.0,51.957825,19.267725
192B,-0.019776952,0.87315637,0.31945658,0.16862005,25.0,255.0,89.18418,27.474926,44.0,255.0,118.64437,17.22196,0.0,159.0,50.724915,19.425472
193A,0.5705522,0.91652596,0.8385775,0.020182176,12.0,69.0,26.86889,7.7244067,76.0,190.0,144.06187,12.109323,24.0,147.0,89.61289,11.59804
193B,0.5638298,0.92181534,0.84321547,0.01899191,12.0,69.0,26.575676,7.832039,78.0,192.0,144.94106,12.357105,26.0,136.0,89.99311,11.88689
194A,-0.51417005,0.9186992,0.61710286,0.24484341,7.0,255.0,44.67822,32.395687,8.0,255.0,122.364136,16.259249,0.0,237.0,67.82458,18.540285
194B,-0.6913767,0.93991417,0.49070033,0.24187243,4.0,255.0,54.49405,31.291647,11.0,255.0,120.87597,19.717545,0.0,191.0,58.307926,21.07383
195A,0.32670403,0.90416604,0.8302372,0.037800953,13.0,88.0,29.186203,10.348677,44.0,205.0,140.34413,12.569604,0.0,156.0,89.04275,12.756358
195B,0.30347595,0.9138052,0.8557141,0.026675543,11.0,115.0,25.894913,9.018787,38.0,204.0,137.61826,15.275842,0.0,148.0,85.04634,15.208502
196A,0.017350592,0.96526974,0.738891,0.20890234,4.0,255.0,26.202192,16.028856,44.0,226.0,131.49593,11.785072,0.0,145.0,78.61375,11.768713
196B,0.11387467,0.96237063,0.6249283,0.19231497,5.0,229.0,33.69895,17.059238,51.0,207.0,128.25566,13.259673,0.0,134.0,74.16036,13.744317
197A,-0.30391547,0.91964185,0.6027186,0.17678662,9.0,103.0,39.709515,15.025678,38.0,206.0,146.23836,13.924066,0.0,156.0,96.18667,13.334766
197B,-0.31707317,0.91315585,0.5731514,0.17759193,9.0,109.0,40.56442,14.688716,26.0,209.0,142.40413,13.816187,0.0,158.0,92.98356,13.336395
198A,-0.2273292,0.9272895,0.5207662,0.16707039,10.0,255.0,57.62946,23.795292,37.0,184.0,110.13203,17.54377,0.0,135.0,56.59071,21.149048
198B,-0.6166884,0.9128341,0.31945956,0.36593136,11.0,255.0,58.855907,32.22632,0.0,242.0,90.1567,41.598827,0.0,126.0,44.179382,31.617489
199A,0.06406449,0.78724045,0.48607746,0.09356524,23.0,255.0,58.66498,15.889991,51.0,244.0,146.22417,18.09001,0.0,165.0,94.757324,17.593588
199B,-0.28456637,0.8244181,0.4753344,0.16703966,28.0,255.0,77.62813,27.89853,12.0,255.0,127.1287,14.111243,0.0,192.0,71.56333,17.071972
19A,0.096609555,0.7869023,0.39220327,0.09040131,9.0,70.0,22.841223,6.2720046,68.0,174.0,138.27837,7.945249,21.0,136.0,90.86096,8.579585
19B,-0.44471744,0.9067858,0.45153597,0.11931286,9.0,57.0,23.743269,5.9373984,98.0,172.0,138.42833,7.9008327,46.0,133.0,91.73349,8.562409
1A,0.31148314,0.917816,0.84793884,0.027210247,8.0,99.0,22.972391,7.246454,50.0,197.0,149.34418,10.463076,5.0,137.0,91.689064,10.06612
1B,0.6125346,0.9177697,0.8431199,0.023139797,9.0,57.0,23.352736,7.2432165,85.0,192.0,145.83116,9.612871,26.0,133.0,89.50125,9.281853
200A,0.19330077,0.82132053,0.51186,0.14629802,16.0,164.0,50.33283,21.62057,60.0,173.0,113.44547,11.490061,0.0,112.0,61.19632,14.263469
200B,0.1860735,0.7941176,0.41342384,0.094725065,17.0,193.0,67.1374,24.208742,53.0,152.0,107.15298,10.651478,0.0,102.0,52.424896,12.855331
201A,-0.44104803,0.82815737,0.28825358,0.08291868,1.0,230.0,73.47052,25.698418,0.0,200.0,63.70752,22.261528,0.0,150.0,5.615322,14.2237215
201B,-0.31776914,0.8668296,0.28743792,0.087834194,1.0,255.0,75.610985,24.832619,0.0,244.0,59.189056,22.033234,0.0,153.0,4.189598,12.3361435
202A,-0.7440038,0.9398985,0.6773385,0.21706355,0.0,255.0,44.65746,30.984137,0.0,255.0,134.34195,33.369682,0.0,230.0,80.871796,31.755703
202B,0.115313314,0.93922526,0.8171927,0.07042387,1.0,203.0,29.41436,13.138783,0.0,255.0,141.18102,35.71249,0.0,199.0,89.09943,33.894463
203A,0.033898305,0.8044693,0.46299297,0.09896364,16.0,255.0,48.85313,16.537836,38.0,174.0,113.54678,13.45862,0.0,112.0,58.285095,15.358098
203B,0.064935066,0.75613225,0.43911508,0.0836552,19.0,210.0,49.20296,15.031498,44.0,165.0,110.05343,13.929815,0.0,114.0,53.91638,16.170132
204A,-0.17513369,0.88463557,0.64943874,0.12576023,5.0,228.0,37.731792,16.075523,0.0,255.0,143.71925,34.46305,0.0,255.0,90.626976,31.401104
204B,-0.17317708,0.8718506,0.6329978,0.14318845,7.0,243.0,39.096638,15.249051,0.0,255.0,142.60225,36.184464,0.0,235.0,87.779884,32.46324
205A,0.22540125,0.88560754,0.7384986,0.04522179,15.0,142.0,39.27129,11.611267,65.0,225.0,146.72754,14.708134,12.0,180.0,93.051674,13.883135
205B,0.35115176,0.90523404,0.75457203,0.051970746,13.0,84.0,36.038265,11.330624,70.0,208.0,146.49701,13.550472,14.0,147.0,92.567696,12.450621
206A,-0.39589444,0.926162,0.6730335,0.10252383,7.0,255.0,42.76735,15.7415285,0.0,255.0,115.06649,16.488548,0.0,174.0,66.44161,15.725485
206B,0.002915452,0.9450245,0.76562977,0.08856247,5.0,255.0,33.970688,14.517845,9.0,255.0,129.6985,29.68395,0.0,188.0,78.48057,27.723753
207A,-0.46518105,0.88427407,0.5215592,0.1412714,10.0,255.0,46.66168,21.322298,49.0,203.0,122.88507,14.063636,0.0,130.0,66.97947,16.06615
207B,-0.42727274,0.87422615,0.57363844,0.14117977,10.0,255.0,41.4556,18.714325,18.0,178.0,125.6651,14.426225,0.0,122.0,70.54455,16.204527
208A,-0.27217743,0.8310144,0.3563922,0.10402442,11.0,225.0,66.958,21.967983,24.0,222.0,108.36433,21.911432,0.0,154.0,55.282333,23.723082
208B,-0.24567474,0.85418266,0.34365016,0.10022071,16.0,248.0,68.45394,22.45428,8.0,227.0,104.024284,22.745543,0.0,145.0,49.92732,24.167006
209A,-0.34459868,0.90288925,0.49700463,0.23581791,21.0,255.0,77.20236,35.11039,36.0,255.0,120.45871,19.155214,0.0,221.0,59.28247,15.569994
209B,-0.026084121,0.9019295,0.49118453,0.23178078,22.0,255.0,79.361855,35.093834,0.0,255.0,118.66385,16.55081,0.0,189.0,60.14851,14.187532
20A,-0.019877676,0.999273,0.46415,0.20783952,0.0,249.0,69.18603,33.494358,23.0,255.0,93.57839,25.580885,0.0,199.0,27.872826,25.993273
20B,-0.08609272,0.9875895,0.4234965,0.16826853,0.0,253.0,76.04358,29.417332,8.0,241.0,96.24634,28.392633,0.0,158.0,32.120064,26.132864
210A,0.45101398,0.8623085,0.7873637,0.033143412,14.0,158.0,46.364735,19.210054,60.0,182.0,128.9792,12.7776985,4.0,137.0,81.95217,13.853397
210B,0.41096625,0.8651441,0.70107734,0.07805567,14.0,111.0,44.54181,16.085869,70.0,190.0,134.0179,13.126606,13.0,143.0,85.24634,13.942531
211A,0.08042803,0.7738453,0.3316024,0.07851979,21.0,123.0,50.29536,11.183659,46.0,205.0,114.29629,13.266771,0.0,120.0,59.35245,18.53074
211B,0.12362972,0.80624455,0.3850332,0.08531901,20.0,141.0,51.011845,11.953416,49.0,218.0,118.70139,12.429567,0.0,128.0,63.82007,17.494522
212A,-0.12981904,0.827693,0.3036221,0.08980494,15.0,255.0,78.277115,29.307215,31.0,255.0,123.34863,18.63716,0.0,231.0,69.272514,19.009476
212B,-0.014789534,0.8431785,0.39050624,0.11183747,13.0,255.0,61.680237,23.17226,18.0,245.0,124.25815,22.203453,0.0,181.0,70.4449,22.151186
213A,-0.6376812,0.27272728,-0.17037475,0.08667283,2.0,26.0,12.107159,6.229872,33.0,111.0,81.87972,8.209197,0.0,17.0,0.50263596,1.4683164
213B,-0.9872612,0.9269537,0.027282055,0.51012266,0.0,255.0,38.442524,34.581142,0.0,255.0,90.11556,35.128506,0.0,255.0,27.357857,32.418655
214A,-0.24424553,0.905244,0.68361974,0.12206072,8.0,253.0,44.480267,17.87059,21.0,255.0,143.18585,15.7633505,0.0,160.0,82.75859,15.737218
214B,-0.31656486,0.89135516,0.6569246,0.11568913,17.0,255.0,50.6384,16.795597,51.0,255.0,140.24823,14.427539,0.0,149.0,81.50754,14.459246
215A,0.061250806,0.8917937,0.7789595,0.14823449,16.0,199.0,34.27136,12.256504,60.0,188.0,138.00015,11.425246,0.0,131.0,83.5577,12.050075
215B,0.06952315,0.8992154,0.8188603,0.07538137,14.0,203.0,31.353739,11.041797,48.0,188.0,140.44417,11.043789,0.0,128.0,85.62207,11.101449
216A,0.61214423,0.9134199,0.83391917,0.023294289,10.0,57.0,25.799917,7.1514473,67.0,195.0,146.67969,12.047363,17.0,138.0,92.0212,11.508962
216B,0.013389711,0.9133519,0.8401978,0.033820566,11.0,183.0,25.663645,7.31325,52.0,198.0,147.6839,12.408436,0.0,148.0,93.05776,11.914175
217A,-0.39713973,0.9179136,0.49202543,0.21074492,10.0,255.0,59.22758,28.050425,16.0,208.0,118.24924,20.133612,0.0,134.0,62.918873,22.214066
217B,-0.2747253,0.8972251,0.46673974,0.17021577,11.0,255.0,64.25851,27.100456,37.0,255.0,118.619965,17.65079,0.0,208.0,64.364006,19.53401
218A,0.0149700595,0.9149102,0.7581396,0.109173246,5.0,255.0,27.900978,16.092419,0.0,240.0,129.96397,27.412783,0.0,182.0,80.368965,26.149805
218B,0.18599221,0.91942585,0.72145414,0.099114336,5.0,191.0,28.46904,11.248961,13.0,224.0,127.50781,24.48445,0.0,172.0,78.30027,23.096416
219A,0.0,0.86004764,0.7017647,0.07308556,0.0,167.0,29.698126,9.856439,0.0,181.0,135.2699,10.438982,0.0,127.0,81.805016,10.333614
219B,0.11348916,0.8659158,0.64805025,0.0905906,10.0,209.0,33.436714,11.778568,62.0,187.0,134.05672,10.681193,14.0,129.0,81.53956,10.540395
21A,-0.23856749,0.89755213,0.6397376,0.1546381,6.0,255.0,41.623745,23.89035,7.0,178.0,127.799995,15.572835,0.0,139.0,73.63003,16.041096
21B,-0.30982658,0.9181509,0.5744957,0.15834978,6.0,255.0,50.16133,25.919529,23.0,192.0,117.96722,17.764612,0.0,136.0,64.24099,19.45731
220A,-0.38129497,0.8901051,0.5088273,0.1992852,14.0,222.0,59.651478,20.857763,0.0,229.0,124.3148,29.014467,0.0,168.0,70.55597,22.3855
220B,-0.12195122,0.8971259,0.54056895,0.14217786,19.0,255.0,63.94269,21.596186,3.0,255.0,127.748085,16.073019,0.0,141.0,71.97826,15.991756
221A,-0.014950166,0.83672065,0.49682945,0.12504749,10.0,255.0,55.365223,25.563517,27.0,229.0,129.63326,19.032564,0.0,182.0,82.17737,19.326225
221B,0.0746826,0.8298573,0.48093203,0.106965475,10.0,255.0,56.2831,22.5889,58.0,198.0,124.471535,10.993773,0.0,153.0,76.925385,12.349407
222A,-0.07692308,0.82950616,0.4501512,0.12375652,10.0,255.0,109.452484,41.382675,41.0,255.0,153.55731,23.199528,0.0,208.0,105.1889,21.89612
222B,-0.058532562,0.83693844,0.47443336,0.12440316,9.0,255.0,101.24413,39.6414,0.0,255.0,143.57477,27.467787,0.0,198.0,95.09379,26.221857
223A,0.12099411,0.84245175,0.52743423,0.14940697,22.0,176.0,56.77132,15.973594,47.0,205.0,135.6697,15.165998,0.0,151.0,88.8374,14.254424
223B,0.15766455,0.8550962,0.6844927,0.10571449,20.0,187.0,44.3762,11.463654,58.0,201.0,139.32759,15.345152,0.0,146.0,88.4035,14.534459
224A,-0.2522839,0.90736145,0.5566819,0.1627691,12.0,255.0,62.848927,25.116148,0.0,255.0,112.72082,21.899426,0.0,186.0,55.41336,24.247532
224B,-0.40682414,0.9122215,0.5996218,0.16338827,12.0,255.0,58.464535,24.985737,0.0,255.0,114.838326,22.177322,0.0,210.0,57.1602,23.821142
225A,-0.7247924,0.8996335,0.3619928,0.2474948,8.0,255.0,87.98029,48.040897,0.0,255.0,119.002846,24.387466,0.0,196.0,58.55904,23.02866
225B,-0.7647059,0.8959206,0.3465334,0.23770304,7.0,255.0,85.11092,49.302647,0.0,255.0,113.45823,23.375391,0.0,252.0,53.97589,24.661371
226A,-0.4060606,0.96925706,0.7326418,0.1507084,1.0,255.0,39.49972,22.202196,0.0,251.0,138.72125,27.320606,0.0,190.0,87.676414,25.27544
226B,-0.54332316,0.9567474,0.76526266,0.14115831,2.0,255.0,35.20125,20.062838,0.0,253.0,136.68925,27.0246,0.0,180.0,84.88044,25.255297
227A,-0.16934866,0.86080104,0.30898875,0.10815276,7.0,255.0,79.041985,39.532993,31.0,251.0,116.43546,23.471039,0.0,175.0,60.75648,26.541672
227B,-0.4915254,0.9146771,0.345708,0.1314157,8.0,255.0,69.30188,33.64065,22.0,255.0,105.78915,20.592577,0.0,157.0,52.59851,25.106226
228A,-0.09360318,0.97936374,0.5793127,0.24957974,2.0,255.0,64.72178,43.944775,29.0,255.0,126.28915,24.631983,0.0,255.0,75.778824,21.87911
228B,-0.093817204,0.9749764,0.63518983,0.2556208,4.0,255.0,60.934826,45.296337,23.0,255.0,125.8685,22.715181,0.0,255.0,75.091255,21.288422
229A,0.18189582,0.8417068,0.711824,0.0614714,11.0,169.0,32.156124,11.950869,79.0,167.0,126.51501,10.39374,24.0,122.0,80.18581,10.1244955
229B,0.036676403,0.88038427,0.73316187,0.07969588,10.0,255.0,36.62489,12.565828,62.0,167.0,120.07009,10.307464,0.0,120.0,74.35337,10.526592
22A,-0.054766733,0.87673956,0.62119174,0.14592882,14.0,255.0,43.060345,19.539658,50.0,213.0,134.18611,11.577186,0.0,152.0,84.444336,12.333152
22B,0.0689223,0.909166,0.6448725,0.14809822,10.0,255.0,42.597786,24.904634,54.0,226.0,134.85455,10.463009,0.0,152.0,86.25051,11.683654
230A,0.50801986,0.9396472,0.87284243,0.030671088,1.0,74.0,19.554777,9.151029,86.0,194.0,145.97374,11.754343,33.0,135.0,90.18726,11.8407545
230B,0.58861524,0.9482685,0.8798023,0.027698966,0.0,67.0,18.962904,9.30075,83.0,194.0,145.48335,11.734115,25.0,135.0,89.89553,11.761826
231A,-0.41058657,0.10384069,-0.14614506,0.0468835,11.0,55.0,30.47643,10.03344,0.0,66.0,31.074509,7.030166,0.0,0.0,0.0,0.0
231B,-0.36795253,0.1468144,-0.14940226,0.044206146,10.0,75.0,30.285772,12.233545,0.0,89.0,26.817713,7.2178345,0.0,0.0,0.0,0.0
232A,-0.5719406,0.93100685,0.7460856,0.20447606,5.0,255.0,35.58511,19.993877,16.0,210.0,136.06651,16.98584,0.0,142.0,85.58573,15.432706
232B,-0.26867256,0.9293831,0.80561554,0.115011156,5.0,255.0,32.34785,18.314571,38.0,193.0,139.37984,12.621595,0.0,134.0,88.493675,11.569826
233A,-0.03341289,0.9215311,0.4630529,0.19291624,9.0,255.0,71.35775,36.42463,40.0,229.0,107.46726,17.625326,0.0,203.0,50.887646,19.10526
233B,-0.01759134,0.9227941,0.48721102,0.18661904,9.0,255.0,67.2431,36.796036,21.0,238.0,107.590675,23.75359,0.0,193.0,53.470387,22.668064
234A,0.00693816,0.86589485,0.68508637,0.10392337,18.0,255.0,46.075397,16.091162,28.0,255.0,149.24753,25.384714,0.0,246.0,94.04773,24.107637
234B,-0.104912065,0.8899066,0.60781276,0.11834922,17.0,255.0,53.47072,18.172688,19.0,255.0,140.13359,23.605358,0.0,254.0,86.34791,21.655548
235A,-0.355269,0.91873425,0.58838755,0.18057364,14.0,255.0,61.81418,28.655024,13.0,187.0,121.253296,18.486849,0.0,172.0,64.74703,24.158144
235B,-0.44014084,0.93207073,0.53847873,0.21442255,9.0,255.0,66.31976,31.457926,0.0,239.0,113.984535,22.705181,0.0,175.0,51.319523,28.71885
236A,0.14092286,0.81191415,0.45895848,0.11735432,17.0,246.0,64.25848,26.826218,45.0,172.0,120.8655,13.767024,0.0,128.0,77.0932,14.798437
236B,0.09468517,0.8056755,0.44550115,0.1191339,19.0,255.0,66.041885,29.408007,60.0,171.0,123.53202,12.465383,0.0,134.0,79.66489,13.276099
237A,-0.19121447,0.89141417,0.61177766,0.1788806,10.0,255.0,50.905575,27.765211,26.0,244.0,132.87715,23.510551,0.0,192.0,80.70228,25.073427
237B,-0.047287207,0.89415044,0.5592681,0.18214689,8.0,255.0,58.189526,28.877363,43.0,255.0,136.38689,28.086761,0.0,233.0,81.28577,25.795156
238A,-0.14294276,0.92528135,0.79052746,0.12401265,7.0,188.0,31.384094,15.6353035,39.0,216.0,143.85568,17.660885,0.0,155.0,87.40265,16.79588
238B,0.16420145,0.9301423,0.83698255,0.09693926,7.0,190.0,25.928728,13.636476,19.0,226.0,146.96437,19.352272,0.0,166.0,89.99241,18.459713
239A,0.02,0.8915452,0.40350112,0.12536976,9.0,255.0,58.424557,21.622282,14.0,255.0,132.53142,29.005615,0.0,211.0,85.7088,28.692766
239B,0.021421919,0.91915923,0.50660217,0.16861829,3.0,255.0,45.0614,17.78879,5.0,255.0,138.77022,32.121002,0.0,227.0,89.280334,31.98194
23A,-0.37860578,0.91188145,0.4139196,0.13684143,4.0,248.0,54.97525,25.778002,41.0,255.0,110.37445,23.212992,0.0,172.0,48.752777,22.09888
23B,-0.4,0.90763277,0.46884692,0.14741701,3.0,255.0,53.11015,25.093803,30.0,232.0,102.425354,18.609434,0.0,143.0,43.20752,20.787437
240A,0.007148531,0.8223591,0.5587539,0.06869254,21.0,160.0,55.411,12.921079,62.0,180.0,121.80018,11.855424,0.0,124.0,67.09592,13.197752
240B,0.14830673,0.87564766,0.5351802,0.076529294,21.0,158.0,56.62614,13.214597,58.0,178.0,121.18762,11.778337,0.0,122.0,66.029884,13.865872
241A,0.03559436,0.8827977,0.7090535,0.14081794,12.0,255.0,40.829548,23.080832,0.0,255.0,128.20354,28.832304,0.0,198.0,75.72674,26.132559
241B,0.03621854,0.9008295,0.6246976,0.17341997,9.0,255.0,58.603504,39.43094,0.0,255.0,122.18347,32.253025,0.0,244.0,70.923,30.864466
242A,-0.2898305,0.70140845,0.14418374,0.12702553,21.0,255.0,118.30298,31.44082,0.0,236.0,104.851746,31.557755,0.0,162.0,41.971645,25.89758
242B,-0.45688075,0.7620936,0.15565355,0.13286105,23.0,255.0,120.75852,34.959938,0.0,254.0,108.512184,33.956985,0.0,169.0,41.37277,27.582232
243A,0.0,0.88266665,0.43697178,0.14973766,0.0,196.0,61.665634,22.415392,0.0,164.0,114.71186,15.181633,0.0,127.0,61.9426,19.743704
243B,0.13126491,0.88794786,0.4798628,0.18045615,9.0,232.0,58.003544,25.110971,45.0,194.0,111.53091,17.867874,0.0,135.0,58.019684,24.189648
244A,-0.20991735,0.9398983,0.68398255,0.12318878,10.0,255.0,39.55495,16.132553,49.0,221.0,120.77122,13.892536,0.0,151.0,68.48005,13.350431
244B,-0.20288289,0.9212816,0.67036396,0.14579567,9.0,255.0,42.621994,20.769924,26.0,255.0,126.25094,15.491044,0.0,173.0,70.10526,14.090478
245A,-0.30666667,0.87916774,0.68505085,0.154888,17.0,183.0,40.184288,14.903105,0.0,185.0,136.21477,17.457407,0.0,129.0,84.28454,16.345503
245B,0.11292962,0.8831427,0.7201824,0.07952865,15.0,152.0,37.02431,10.577264,75.0,215.0,141.45494,10.931991,12.0,134.0,88.30247,10.951356
246A,0.016011644,0.8494946,0.35663164,0.11022576,12.0,188.0,51.39664,17.557848,45.0,212.0,119.40723,18.545208,0.0,147.0,64.65284,23.611414
246B,0.030444965,0.8587285,0.34696567,0.11845975,11.0,195.0,50.783722,16.428093,31.0,226.0,123.54932,18.12818,0.0,156.0,68.09102,21.677525
247A,-0.14070222,0.8293793,0.4905436,0.17468376,11.0,255.0,46.858715,27.297098,0.0,255.0,101.0154,23.357023,0.0,227.0,46.875927,29.982397
247B,0.02586207,0.83657885,0.53898,0.09079667,6.0,236.0,41.364853,13.833477,38.0,210.0,113.481895,17.238674,0.0,144.0,55.02483,16.940195
248A,0.10145827,0.85590065,0.6651853,0.07657338,15.0,171.0,38.701717,10.852244,73.0,182.0,128.652,10.296803,17.0,123.0,76.73332,10.796524
248B,0.05171412,0.87596136,0.64650595,0.084615044,14.0,164.0,40.42616,11.501132,70.0,192.0,125.51841,10.30268,8.0,123.0,72.95791,10.808779
249A,-0.15084746,0.92410314,0.45742783,0.18027951,5.0,255.0,64.30248,22.633419,0.0,255.0,114.17438,41.62616,0.0,169.0,44.38855,32.8928
249B,-0.2683438,0.888348,0.23094021,0.16704074,8.0,255.0,111.39014,65.947914,0.0,255.0,122.35193,40.90579,0.0,185.0,40.135162,30.4988
24A,-0.52626157,0.99946296,0.86204845,0.10801093,0.0,255.0,17.569237,17.639294,5.0,253.0,138.4821,27.718735,0.0,200.0,84.37377,25.44109
24B,-0.36393443,0.9994599,0.8315351,0.118593335,0.0,240.0,23.261175,19.612932,10.0,255.0,133.14534,25.080034,0.0,211.0,81.59969,22.610554
250A,-0.2846442,0.83980966,0.4566819,0.17856592,13.0,255.0,59.01134,24.63214,38.0,255.0,148.68285,20.253355,0.0,188.0,89.93992,20.6045
