Image_ID,NDVI_Min,NDVI_Max,NDVI_Mean,NDVI_Std,RGB_Min,RGB_Max,RGB_Mean,RGB_Std,VV_Min,VV_Max,VV_Mean,VV_Std,VH_Min,VH_Max,VH_Mean,VH_Std
448B,-1.0,1.0,0.33106938,0.2193101,0.0,172.0,54.60257,20.70496,0.0,253.0,117.15496,28.196367,0.0,144.0,24.939743,21.289703
449A,0.03587206,0.7566995,0.29074657,0.12165032,33.0,253.0,72.09095,20.744911,31.0,255.0,106.33579,16.272757,0.0,136.0,42.332775,22.350775
449B,0.08567775,0.8547511,0.3041628,0.11817894,27.0,216.0,73.58115,21.378805,41.0,231.0,106.46317,14.747936,0.0,136.0,44.50923,21.188255
44A,0.021656927,0.8771006,0.4299776,0.11293122,6.0,255.0,65.29055,22.031261,23.0,235.0,119.49798,23.201902,0.0,158.0,65.278046,21.369953
44B,-0.36787564,0.8495667,0.3071077,0.09421525,0.0,255.0,79.93399,28.305033,0.0,238.0,105.20695,23.510653,0.0,158.0,42.54391,23.418365
450A,0.1056876,0.8425752,0.53406477,0.11452713,10.0,246.0,49.05365,21.05198,57.0,225.0,122.931526,11.387043,0.0,117.0,71.88779,11.558076
450B,-0.13777778,0.8354387,0.5178374,0.10767912,10.0,255.0,47.949757,20.022604,60.0,224.0,122.05665,11.776188,0.0,119.0,71.39391,11.643595
451A,-0.028266456,0.9081058,0.62352777,0.21033087,10.0,255.0,47.595745,28.207876,29.0,195.0,122.21169,22.964191,0.0,141.0,69.53937,26.386278
451B,0.05536723,0.88692176,0.7001602,0.20076317,11.0,255.0,38.589046,24.74938,25.0,188.0,128.98369,21.415867,0.0,147.0,77.13851,25.569813
452A,-0.3654267,0.87972724,0.59533995,0.12551476,5.0,128.0,47.090275,16.359556,0.0,201.0,97.95919,18.3084,0.0,122.0,27.382607,25.661325
452B,-0.27212572,0.83830994,0.5822281,0.07620725,7.0,152.0,49.829224,13.447094,0.0,158.0,93.46902,13.019906,0.0,102.0,19.292248,13.753064
453A,0.052950077,0.96346647,0.8383688,0.11615979,0.0,245.0,20.918076,13.171379,35.0,211.0,135.1161,23.259243,0.0,152.0,80.82578,22.71252
453B,0.055505704,0.9663444,0.8706782,0.065467566,0.0,252.0,18.452662,9.761044,29.0,228.0,135.12459,24.611055,0.0,164.0,81.22884,24.005749
454A,0.6664223,0.9234366,0.84890646,0.020192537,8.0,61.0,23.77316,7.6167736,78.0,193.0,148.4553,10.38601,28.0,138.0,94.77026,10.460202
454B,0.6229508,0.925192,0.84916985,0.020235233,8.0,63.0,23.17156,7.4738812,82.0,197.0,148.33754,11.002062,22.0,138.0,94.44239,11.019831
455A,-0.5633653,0.8421268,0.34948283,0.12482841,22.0,255.0,70.67035,25.268276,9.0,255.0,126.618614,23.679705,0.0,215.0,62.5578,22.391258
455B,-0.38743454,0.8074928,0.45559627,0.12890165,21.0,200.0,61.16869,21.54873,0.0,255.0,130.8844,20.392878,0.0,159.0,72.67121,22.020947
456A,0.113563895,0.7665222,0.44195464,0.113316715,23.0,195.0,67.58915,18.65782,66.0,167.0,125.63904,11.67853,0.0,117.0,68.66897,13.988971
456B,0.11631632,0.7914732,0.50071996,0.1079175,21.0,193.0,65.84107,18.950964,60.0,168.0,127.2576,10.942586,0.0,116.0,70.01302,12.456522
457A,-0.697479,0.89046943,0.3645754,0.2810525,6.0,201.0,61.25061,36.03812,0.0,176.0,101.97164,25.639526,0.0,124.0,44.720592,26.151651
457B,-0.44246355,0.925494,0.4900797,0.16094336,5.0,240.0,60.235584,26.665411,0.0,184.0,107.09847,17.687872,0.0,117.0,49.436184,20.870256
458A,-0.25960785,0.85780466,0.28506327,0.10969681,25.0,255.0,100.560875,39.908257,16.0,255.0,120.890076,21.029993,0.0,180.0,68.69234,24.543026
458B,-0.19432314,0.8545821,0.33912808,0.15344295,25.0,255.0,95.470764,40.326077,0.0,242.0,123.6152,19.632494,0.0,139.0,71.12211,22.382282
459A,-0.60670125,0.88413644,0.12073704,0.3022131,8.0,255.0,32.575092,23.39814,0.0,188.0,64.93061,42.027782,0.0,128.0,21.80204,37.99456
459B,-0.32163742,0.1941032,-0.07043293,0.049327258,9.0,44.0,20.080986,6.333851,0.0,79.0,34.62373,10.227823,0.0,0.0,0.0,0.0
45A,-0.5166932,0.8810158,0.35770774,0.1763258,9.0,253.0,70.2861,19.675867,22.0,255.0,124.374794,11.0673065,0.0,150.0,53.55922,15.682487
45B,-0.54938954,0.86247706,0.45958567,0.18364385,9.0,255.0,59.563126,20.659233,4.0,255.0,124.60504,13.436907,0.0,203.0,60.42751,16.270048
460A,-0.48657498,0.8416085,0.34388173,0.101803385,17.0,255.0,73.73843,30.28393,12.0,185.0,87.96444,13.969747,0.0,97.0,28.11457,17.623392
460B,-0.31940538,0.88737655,0.30952996,0.117567755,0.0,255.0,88.71216,39.040337,0.0,168.0,88.40835,15.139558,0.0,100.0,25.007965,18.327671
461A,-0.62326014,0.81924576,0.43129766,0.066726595,0.0,234.0,57.8049,21.590923,0.0,163.0,98.744026,11.049321,0.0,108.0,50.378235,12.644733
461B,-0.43484226,0.7633937,0.42344758,0.05357407,9.0,153.0,56.227398,20.876196,37.0,144.0,99.19936,10.798394,0.0,93.0,50.716675,12.076992
462A,-0.45325443,0.75918365,0.25739193,0.13108616,4.0,255.0,69.0292,34.210487,0.0,255.0,93.94818,26.044449,0.0,255.0,27.499466,23.08622
462B,-0.25056434,0.75746924,0.29712287,0.04527827,5.0,244.0,65.340004,17.249777,0.0,175.0,70.023926,17.111298,0.0,109.0,8.9316025,14.964978
463A,0.09828508,0.8896079,0.39513066,0.12181871,0.0,216.0,60.148945,21.431393,18.0,214.0,108.22103,13.910876,0.0,104.0,40.306877,17.693731
463B,-0.009880029,0.98924345,0.49846858,0.16877319,0.0,255.0,52.500244,20.686325,17.0,255.0,108.83175,12.988239,0.0,109.0,44.90157,15.127687
464A,-0.26901874,0.9616719,0.47890675,0.15606768,9.0,255.0,66.371544,25.059103,16.0,236.0,112.64151,19.672562,0.0,135.0,47.5148,20.360067
464B,-0.39977688,0.9739296,0.47987795,0.17803979,6.0,255.0,68.939354,31.349066,17.0,255.0,112.250114,18.057129,0.0,245.0,53.109913,18.229193
465A,-0.09247696,0.9042844,0.767576,0.08760166,4.0,255.0,39.627747,15.078147,0.0,255.0,123.82339,30.63243,0.0,203.0,72.54929,28.31811
465B,0.08301114,0.9040658,0.6725178,0.101085655,12.0,228.0,44.236744,14.12648,0.0,255.0,131.85756,32.384308,0.0,184.0,76.08321,27.99056
466A,-0.21621622,0.92522043,0.67830455,0.1579529,6.0,255.0,40.81911,19.631166,39.0,217.0,126.4549,17.876434,0.0,147.0,75.22034,17.587362
466B,-0.22464456,0.9299838,0.6750709,0.14693205,5.0,255.0,44.07381,21.24766,7.0,255.0,126.51585,19.58495,0.0,160.0,75.714714,18.924637
467A,0.03311258,0.8359011,0.593055,0.07725396,9.0,224.0,33.973423,11.025972,64.0,169.0,133.13957,8.23919,1.0,118.0,83.6333,8.808213
467B,-0.25766364,0.8666268,0.43862253,0.13934638,9.0,249.0,51.88827,30.387117,26.0,219.0,121.91587,17.7247,0.0,119.0,71.68861,19.861204
468A,-0.06638756,0.80754286,0.3933925,0.0917036,3.0,255.0,76.91895,26.52537,14.0,220.0,113.79535,18.877157,0.0,150.0,54.129,17.127737
468B,-0.09391222,0.8969212,0.46895987,0.10995208,0.0,255.0,67.19011,24.458826,0.0,242.0,116.71453,24.956114,0.0,164.0,59.2997,22.008163
469A,-0.003749192,0.916902,0.7792652,0.19553754,10.0,255.0,37.859653,28.19887,33.0,216.0,144.19733,17.924559,0.0,158.0,88.00922,20.575743
469B,-0.06131208,0.9171285,0.8151835,0.1094778,9.0,255.0,32.65326,16.264135,22.0,219.0,144.12646,16.007257,0.0,157.0,89.47631,15.706309
46A,0.018574992,0.91537875,0.6139791,0.12397797,7.0,255.0,57.536804,25.528727,0.0,255.0,142.564,49.58283,0.0,219.0,84.74328,41.288174
46B,-0.03725684,0.9396843,0.6432759,0.1621703,5.0,255.0,57.213367,30.851028,10.0,255.0,129.39172,34.018917,0.0,255.0,73.15266,28.735773
470A,0.56563896,0.94056886,0.8649131,0.023237439,5.0,72.0,20.019712,7.0081377,74.0,202.0,148.54356,11.361588,29.0,137.0,92.38925,11.469309
470B,0.57486135,0.9344348,0.86769944,0.020833662,5.0,68.0,19.350698,6.6797514,59.0,219.0,148.51048,13.329089,4.0,162.0,91.89416,13.087715
471A,0.061261263,0.8600933,0.45496896,0.112670206,22.0,255.0,76.77999,26.516388,0.0,158.0,56.601715,19.449339,0.0,96.0,3.0506134,9.027598
471B,0.060592785,0.8864825,0.50092006,0.12662801,22.0,255.0,71.02859,26.266731,0.0,190.0,49.188885,17.578632,0.0,80.0,1.8807716,5.628953
472A,-0.34140968,0.90504515,0.34251344,0.21369712,16.0,255.0,95.11887,49.327854,12.0,184.0,106.81342,20.946232,0.0,122.0,50.179733,25.256508
472B,-0.34889436,0.8921951,0.32232133,0.19921693,16.0,255.0,98.33822,52.99962,0.0,173.0,106.88562,22.474047,0.0,136.0,50.71712,28.153992
473A,0.55721927,0.92135626,0.8530845,0.019712338,8.0,56.0,22.695618,7.7444468,77.0,198.0,143.47353,10.180335,27.0,137.0,90.50318,10.009562
473B,0.6247456,0.91709256,0.85455257,0.020169606,6.0,60.0,21.983511,7.4005995,69.0,200.0,142.88843,12.91904,12.0,139.0,89.51464,12.377336
474A,-0.21883656,0.9378422,0.66016436,0.15494013,5.0,255.0,40.059452,20.462593,23.0,255.0,124.635826,20.328629,0.0,208.0,68.33883,20.908936
474B,-0.04765784,0.9341826,0.63917625,0.17252187,3.0,255.0,37.142902,20.839256,2.0,255.0,124.43328,24.749584,0.0,199.0,68.48436,24.830904
475A,-0.3736952,0.8964176,0.4284196,0.13275726,19.0,255.0,62.99532,26.839357,11.0,173.0,109.49707,26.300589,0.0,122.0,55.909016,31.758762
475B,-0.24441688,0.85465837,0.50074387,0.12553735,18.0,255.0,54.546253,21.64822,21.0,170.0,120.799034,21.263237,0.0,119.0,69.62803,24.692503
476A,0.12266302,0.9052504,0.5256426,0.20005457,10.0,193.0,56.653423,25.729736,22.0,242.0,116.138275,24.97644,0.0,165.0,59.592304,25.803024
476B,0.11227816,0.9207921,0.4878942,0.15708181,9.0,230.0,57.400433,26.040148,23.0,222.0,115.428734,23.195179,0.0,145.0,60.042683,23.960001
477A,0.13987672,0.94255877,0.8712945,0.04965343,8.0,154.0,23.892076,8.882077,57.0,204.0,150.02574,14.410981,11.0,149.0,94.645836,14.048991
477B,0.20502092,0.9452114,0.869192,0.045371242,8.0,124.0,24.054588,8.936319,56.0,207.0,152.04669,14.008528,0.0,148.0,96.18607,13.619104
478A,-0.2222536,0.8432836,0.4173578,0.2178975,17.0,255.0,87.50669,44.407063,15.0,255.0,117.54169,24.317745,0.0,255.0,35.723232,27.050165
478B,-0.28121138,0.908155,0.4454511,0.23698612,15.0,255.0,82.504395,43.46756,0.0,255.0,110.91978,17.215654,0.0,226.0,30.08587,22.49389
479A,-0.97037035,-0.084745765,-0.8957748,0.08581853,1.0,39.0,18.114153,11.075138,0.0,66.0,26.865486,9.443774,0.0,0.0,0.0,0.0
479B,-0.9672131,-0.07462686,-0.8751793,0.09964055,0.0,31.0,15.164748,9.397434,0.0,89.0,27.954636,9.582392,0.0,0.0,0.0,0.0
47A,-0.28154743,0.7684557,0.34660393,0.093039766,23.0,255.0,103.04534,32.558918,0.0,255.0,115.00419,18.793991,0.0,151.0,56.55422,18.429577
47B,-0.16141236,0.7832512,0.3571071,0.090361424,30.0,255.0,97.67272,32.040955,19.0,216.0,117.93442,14.9638405,0.0,141.0,59.21802,15.391511
480A,0.23406863,0.9963964,0.68459797,0.11861621,0.0,104.0,22.155182,10.031981,18.0,251.0,121.4596,25.517973,0.0,176.0,65.525826,23.515026
480B,-0.030303031,0.9652778,0.70779014,0.1102363,0.0,151.0,25.046274,11.697502,16.0,218.0,110.31836,19.068016,0.0,144.0,52.555126,19.095654
481A,-0.9444444,0.9270749,0.71432054,0.23314767,6.0,227.0,38.4969,14.220952,0.0,207.0,129.38203,19.470253,0.0,133.0,73.412315,16.197342
481B,-0.61750716,0.92991114,0.67087495,0.29973888,6.0,157.0,38.480434,14.648708,0.0,184.0,124.83036,25.921667,0.0,133.0,72.33477,19.453648
482A,0.13981043,0.88422877,0.4488269,0.0952752,7.0,153.0,54.09055,17.526936,54.0,166.0,102.889915,11.374239,0.0,101.0,44.844055,12.579263
482B,0.14878175,0.8593676,0.48385972,0.09888807,2.0,177.0,53.809387,19.00152,32.0,209.0,111.314415,18.017689,0.0,140.0,54.318096,17.572605
483A,-0.123898394,0.87646407,0.55691063,0.28214005,19.0,255.0,63.951218,44.87098,0.0,188.0,126.53006,24.06882,0.0,132.0,67.67033,31.050766
483B,-0.15441176,0.8818131,0.7152827,0.18699577,19.0,252.0,43.348904,30.033873,49.0,205.0,136.94115,19.1941,0.0,136.0,82.573395,23.291685
484A,0.058767773,0.9056604,0.7396152,0.093258016,9.0,135.0,38.830353,12.718957,0.0,240.0,124.14304,33.22082,0.0,194.0,73.851974,31.826174
484B,-0.027284538,0.90414745,0.7386991,0.13976322,9.0,255.0,37.92832,16.78438,3.0,238.0,152.47847,27.929499,0.0,186.0,97.528786,26.513636
485A,-0.14396887,0.95547533,0.35360843,0.13386896,0.0,255.0,88.35291,39.163357,18.0,255.0,95.33309,35.062206,0.0,255.0,28.603523,27.641441
485B,-0.49345306,0.844227,0.31353927,0.11576482,8.0,255.0,102.66745,53.70266,17.0,255.0,99.27744,31.547985,0.0,201.0,32.61465,28.649132
486A,-0.23997532,0.89478743,0.7129569,0.14898379,15.0,211.0,39.09636,13.978838,11.0,195.0,138.34465,16.93207,0.0,129.0,80.96555,18.079185
486B,-0.18127884,0.86979693,0.6845381,0.10922311,17.0,187.0,43.97138,13.954668,20.0,186.0,136.72252,14.078011,0.0,123.0,79.105316,15.695096
487A,-0.11093627,0.7922078,0.38996154,0.10922517,9.0,255.0,58.5677,30.68182,37.0,149.0,95.96598,10.429231,0.0,86.0,44.403103,13.053939
487B,-0.017011493,0.8013245,0.45825338,0.10508101,1.0,255.0,44.667843,23.328846,41.0,210.0,107.0951,12.013386,0.0,120.0,55.141567,10.850902
488A,-0.2982043,0.95390254,0.7437159,0.11279888,0.0,255.0,37.310116,18.19524,31.0,219.0,138.53508,16.690508,2.0,143.0,86.79949,14.287668
488B,-0.23274353,0.9569971,0.7498045,0.120204665,1.0,255.0,38.13371,19.400408,67.0,248.0,141.69633,17.68178,10.0,183.0,88.95492,14.911112
489A,-0.28164667,0.8644348,0.35947043,0.12096039,8.0,255.0,64.479454,26.409357,18.0,255.0,121.24236,22.491245,0.0,248.0,67.13406,25.416397
489B,-0.43239096,0.9019492,0.3711437,0.101625815,6.0,255.0,56.61908,20.713974,21.0,249.0,118.38502,18.968445,0.0,152.0,65.37872,21.660048
48A,-0.32822478,0.99626863,0.3938598,0.20120895,0.0,255.0,49.66385,28.116076,0.0,255.0,143.96342,59.22838,0.0,210.0,71.75344,48.787727
48B,-0.33674777,0.9979487,0.4277593,0.19359572,0.0,255.0,49.090897,30.26911,0.0,255.0,129.41397,61.742798,0.0,205.0,61.299637,48.633743
490A,-0.033664387,0.90676385,0.2646302,0.1662622,12.0,255.0,106.761665,39.410954,32.0,255.0,99.20312,17.40076,0.0,218.0,37.94233,20.446505
490B,-0.24159664,0.92860043,0.3742651,0.15836738,8.0,255.0,84.360756,37.477314,0.0,255.0,109.3036,20.343294,0.0,234.0,56.43811,21.289455
491A,-0.2319688,0.9400391,0.80383706,0.19716832,5.0,224.0,33.02578,21.156328,29.0,247.0,149.31366,21.648293,0.0,170.0,93.22134,20.437263
491B,-0.21787709,0.9382114,0.8264119,0.15238635,7.0,255.0,30.656393,16.400629,31.0,245.0,148.79062,17.117796,0.0,185.0,92.572,16.324814
492A,-0.9710145,0.969697,-0.5796696,0.41539088,0.0,255.0,11.335406,13.010107,13.0,244.0,75.87937,14.725052,0.0,140.0,1.9784546,11.153154
492B,-0.9746835,0.9259259,-0.7235464,0.33086535,0.0,255.0,11.184852,16.170904,0.0,254.0,81.57502,12.970158,0.0,151.0,1.6138573,10.246753
493A,-0.323185,0.92503595,0.79313636,0.16952568,12.0,179.0,34.05451,14.544851,0.0,198.0,139.67879,24.175255,0.0,140.0,87.7573,20.114353
493B,-0.110579796,0.9309259,0.84739,0.075557664,10.0,172.0,30.343374,14.634692,46.0,205.0,145.64119,15.9174795,0.0,142.0,89.94126,15.584588
494A,-0.38624337,0.9987469,0.7121492,0.18987478,0.0,255.0,31.331732,21.583769,15.0,246.0,128.06145,23.760832,0.0,175.0,74.090935,23.21887
494B,-0.36727273,0.9979123,0.7116492,0.16514097,0.0,255.0,33.397312,19.244587,7.0,230.0,122.039345,22.93261,0.0,172.0,68.23953,22.494644
495A,-0.1987076,0.9168665,0.7093278,0.13598925,9.0,255.0,48.863983,22.825222,53.0,202.0,146.52638,12.309094,0.0,139.0,87.51356,13.134597
495B,-0.35151514,0.9240721,0.53046143,0.3618834,10.0,255.0,60.125095,35.38165,0.0,238.0,124.50073,45.956287,0.0,168.0,66.83512,35.94874
496A,-0.4318182,0.89764625,0.40884855,0.30380708,14.0,255.0,59.35735,19.099157,0.0,255.0,118.45214,40.415874,0.0,241.0,55.697254,35.683495
496B,-0.5768005,0.89177996,0.35503304,0.3177361,14.0,186.0,61.55107,21.242878,0.0,255.0,115.909546,41.39809,0.0,250.0,52.62293,36.949028
497A,-0.22222222,0.8843501,0.47239664,0.20708014,12.0,255.0,57.21092,27.351377,0.0,255.0,117.40188,25.83125,0.0,255.0,67.70916,28.213196
497B,-0.2902507,0.8551076,0.4140986,0.1387447,12.0,255.0,63.75944,25.179937,0.0,255.0,105.5748,19.637903,0.0,255.0,53.3721,24.254852
498A,0.22049984,0.889714,0.70484394,0.1401843,11.0,129.0,28.945877,10.502488,37.0,177.0,129.84352,18.213383,0.0,132.0,81.88148,17.072803
498B,-0.014736842,0.8845526,0.4638265,0.17190629,9.0,165.0,51.140545,25.595837,3.0,178.0,107.34275,18.427675,0.0,131.0,61.3419,18.93167
499A,-0.2494382,0.956144,0.30915803,0.16873027,5.0,255.0,105.588356,45.455257,7.0,255.0,111.643196,22.095427,0.0,219.0,45.39395,25.107748
499B,-0.19019987,0.95003784,0.52947974,0.24844266,10.0,255.0,73.43895,43.277832,16.0,255.0,110.91428,18.862219,0.0,167.0,45.66553,21.9619
49A,-0.070753366,0.89203995,0.59255195,0.10997374,9.0,199.0,47.720608,15.961705,55.0,255.0,129.40576,16.983778,0.0,158.0,74.949425,15.504854
49B,-0.13295147,0.8798051,0.60166013,0.11577711,10.0,255.0,46.694946,15.245148,19.0,255.0,125.35908,14.902058,0.0,207.0,70.89026,15.186558
4A,0.19157088,0.8701299,0.7029588,0.067458175,13.0,108.0,38.133167,11.779903,71.0,168.0,130.89577,11.118627,5.0,117.0,78.28408,11.567455
4B,0.17199759,0.8634886,0.7125354,0.06367194,15.0,85.0,37.872173,11.569141,65.0,206.0,131.0258,10.875727,0.0,144.0,77.86372,11.274268
500A,0.075916104,0.624695,0.21193223,0.052118592,37.0,255.0,172.45819,51.14087,48.0,254.0,129.5837,28.384523,0.0,181.0,55.747463,29.593552
500B,0.07894171,0.6054362,0.18921986,0.0491365,31.0,255.0,179.82613,52.73575,27.0,255.0,124.044014,27.642225,0.0,171.0,47.755535,31.775967
501A,0.13571703,0.92306304,0.6988786,0.11983377,7.0,184.0,34.117477,13.701559,32.0,254.0,130.86658,12.342785,0.0,150.0,77.64987,12.043046
501B,0.005605381,0.9215327,0.731364,0.101589434,7.0,148.0,30.986473,11.777128,43.0,192.0,133.37523,11.434854,0.0,129.0,79.93491,10.968891
502A,0.07076102,0.8132734,0.4940492,0.12023228,21.0,159.0,44.429058,10.009772,42.0,186.0,122.02241,20.484444,0.0,128.0,69.06693,23.949686
502B,0.034554973,0.80808693,0.47623354,0.116959676,23.0,177.0,45.37517,10.7221775,47.0,174.0,123.49786,16.920166,0.0,125.0,70.61227,19.592548
503A,-0.43075246,0.92043895,0.40923658,0.19921768,8.0,255.0,79.39998,42.11211,14.0,209.0,106.866455,21.177309,0.0,133.0,53.00912,25.831814
503B,-0.54369503,0.91729325,0.3856213,0.20267613,8.0,255.0,79.71235,41.872326,0.0,255.0,104.10691,22.850677,0.0,140.0,47.548874,28.16722
504A,0.06274292,0.748499,0.2359525,0.0762613,28.0,149.0,70.93876,18.631645,12.0,169.0,98.169106,19.97937,0.0,120.0,38.76686,25.79674
504B,0.07642972,0.7865236,0.27523965,0.0814105,25.0,145.0,67.598625,17.177765,20.0,166.0,104.89136,18.697992,0.0,126.0,51.118988,25.238684
505A,-0.093389295,0.8735607,0.33150688,0.252813,18.0,255.0,104.62975,45.940746,5.0,255.0,96.426,32.000553,0.0,255.0,31.23533,35.15045
505B,-0.06437768,0.9406755,0.3680406,0.29765376,13.0,255.0,111.47485,58.518116,12.0,255.0,113.45679,22.729626,0.0,129.0,41.36644,31.183746
506A,0.14872119,0.8405049,0.5080027,0.077786066,14.0,128.0,40.325535,12.158446,33.0,218.0,111.588745,13.366356,0.0,120.0,56.918896,16.05441
506B,0.12976256,0.8615659,0.5065403,0.09352918,11.0,150.0,41.489204,13.806151,0.0,255.0,111.62891,16.122768,0.0,134.0,53.914288,17.878592
507A,-0.454039,0.8815379,0.38696462,0.30278283,19.0,255.0,77.89323,40.729942,0.0,255.0,116.05491,33.433445,0.0,171.0,59.42929,34.08257
507B,-0.34994912,0.8975719,0.5344856,0.17162518,17.0,208.0,61.623474,24.693775,22.0,255.0,131.99872,16.305944,0.0,184.0,76.03155,17.43354
508A,-0.30255163,0.8959707,0.6417557,0.12760285,10.0,255.0,44.14435,18.047672,26.0,229.0,118.484406,16.226282,0.0,161.0,68.75387,17.793392
508B,-0.33109808,0.8905388,0.63982975,0.14534278,9.0,255.0,47.172077,21.085981,14.0,255.0,119.27297,16.72177,0.0,199.0,65.911514,19.08011
509A,-0.58600295,0.93639964,0.6965944,0.20143569,0.0,228.0,33.682987,18.037867,0.0,255.0,122.98981,23.455076,0.0,187.0,69.60943,22.49824
509B,-0.38433293,0.93442625,0.73770773,0.14344537,0.0,255.0,31.91655,17.497166,0.0,255.0,122.447205,24.72125,0.0,203.0,69.512115,24.03995
50A,-0.1347464,0.90726143,0.5304735,0.16426541,8.0,255.0,63.502075,27.736094,3.0,255.0,114.42068,28.22484,0.0,155.0,52.438976,23.116987
50B,-0.8755187,0.93986905,0.38655633,0.19463518,6.0,255.0,83.680695,38.550888,0.0,255.0,114.921104,35.754856,0.0,213.0,43.217865,28.935999
510A,0.020379724,0.6972656,0.34770244,0.057779405,25.0,255.0,71.31757,28.707949,29.0,231.0,129.865,15.779808,0.0,160.0,83.54089,18.380705
510B,0.014687883,0.75071883,0.36299306,0.05991107,22.0,255.0,68.64532,24.822992,57.0,212.0,129.34059,13.596781,0.0,170.0,82.03245,15.314837
511A,-0.0151944375,0.89564824,0.47191635,0.11981917,18.0,255.0,67.6626,25.42734,34.0,239.0,126.93453,16.485226,0.0,149.0,74.821655,18.483576
511B,0.03635567,0.8981881,0.5045435,0.10699411,18.0,245.0,62.069412,19.015068,23.0,239.0,132.63023,17.135643,0.0,159.0,80.55133,17.06438
512A,0.07881584,0.79299104,0.4278797,0.14776738,24.0,220.0,73.170815,25.625538,32.0,185.0,115.8431,17.104221,0.0,125.0,60.047565,26.106155
512B,0.07679672,0.7889399,0.42071813,0.104318716,24.0,215.0,71.01788,19.382559,37.0,199.0,114.858635,13.734044,0.0,139.0,60.56377,17.451479
513A,-0.3977475,0.91767776,0.6795099,0.113059126,10.0,255.0,45.048824,16.381681,8.0,191.0,130.27547,13.388659,0.0,133.0,78.16027,12.723081
513B,-0.35452795,0.9073978,0.6319744,0.13173895,11.0,247.0,48.80958,18.205173,40.0,192.0,129.33392,12.48391,0.0,129.0,76.94376,12.005347
514A,0.0109163085,0.38433844,0.051115423,0.019584153,65.0,255.0,192.88573,46.3267,0.0,218.0,76.29141,24.848259,0.0,146.0,11.068962,18.037209
514B,-0.015138532,0.30305678,0.05232472,0.012532324,75.0,255.0,196.73405,44.58546,0.0,220.0,77.264786,23.574652,0.0,132.0,12.973724,19.310297
515A,-0.20174165,0.93199253,0.5435924,0.2453244,10.0,255.0,64.00825,36.05409,21.0,255.0,123.834145,18.334414,0.0,173.0,65.1745,24.333698
515B,-0.068167605,0.928511,0.68004686,0.2729582,9.0,255.0,48.616726,37.156677,43.0,210.0,131.34212,23.542477,0.0,154.0,76.108765,25.816135
516A,-0.057819907,0.9948586,0.33972347,0.17507559,0.0,255.0,78.59334,41.96114,0.0,255.0,92.82833,40.887794,0.0,178.0,18.509735,26.25014
516B,-0.98275864,0.9945355,0.39789253,0.15435371,0.0,255.0,61.58739,27.1173,0.0,255.0,93.29071,36.685467,0.0,181.0,20.210514,27.500782
517A,-0.09240924,0.8867925,0.7086933,0.057825003,16.0,177.0,40.61546,11.08915,48.0,235.0,134.3178,10.866343,0.0,162.0,83.0224,11.02759
517B,0.30151337,0.8551618,0.6940529,0.057270475,16.0,102.0,39.824745,9.946853,48.0,255.0,139.33324,16.277573,0.0,184.0,87.94629,14.728664
518A,-0.028481012,0.89696676,0.18808077,0.11026257,0.0,255.0,86.37186,29.320507,0.0,255.0,108.311646,35.839737,0.0,172.0,23.410896,28.447489
518B,-0.39312038,0.88677514,0.16997592,0.08948573,0.0,255.0,97.58042,39.533108,0.0,255.0,104.01877,40.192875,0.0,196.0,22.100403,29.986965
519A,-0.2643851,0.9244509,0.53971994,0.2199744,5.0,251.0,54.257996,28.64831,52.0,252.0,122.41077,17.562323,0.0,220.0,68.46877,23.903805
519B,-0.25244617,0.92357635,0.60546607,0.22522004,4.0,223.0,45.924194,27.482283,19.0,236.0,124.286896,21.252352,0.0,172.0,69.72785,24.931034
51A,0.1920398,0.9985765,0.74905086,0.083680086,0.0,183.0,15.795152,8.638109,57.0,234.0,123.794106,20.642534,0.0,157.0,70.892235,20.651104
51B,0.3654391,0.99875236,0.7830475,0.0578875,0.0,103.0,14.434307,7.8322277,51.0,212.0,124.85409,18.25313,0.0,149.0,71.8659,18.81487
520A,-0.27083334,0.93327653,0.7557967,0.12963134,8.0,234.0,36.047977,16.51996,51.0,255.0,153.63014,21.111635,0.0,255.0,94.03412,19.214672
520B,-0.15714286,0.9174744,0.74158305,0.12922339,8.0,255.0,39.063778,17.100842,49.0,255.0,150.21074,19.094687,0.0,226.0,91.12246,17.37202
521A,-0.1830161,0.810603,0.4675868,0.0898166,2.0,231.0,55.39693,20.159185,11.0,161.0,105.10514,11.544464,0.0,108.0,56.024403,13.497936
521B,-0.49265426,0.8733355,0.39539552,0.17449853,2.0,255.0,67.0811,32.19606,0.0,200.0,99.40338,16.009897,0.0,171.0,44.799732,20.455914
522A,-0.04336735,0.9094934,0.565356,0.20455267,12.0,255.0,50.34193,25.49544,6.0,255.0,126.1575,28.188843,0.0,182.0,74.77634,27.266306
522B,-0.30803975,0.9274854,0.6219456,0.19948329,11.0,255.0,45.23778,24.234339,25.0,218.0,127.65061,25.303034,0.0,165.0,76.86492,24.561855
523A,-0.007155635,0.83991104,0.6235715,0.082923606,15.0,182.0,46.307953,12.68111,0.0,255.0,135.91705,36.018734,0.0,194.0,84.770325,34.231613
523B,-0.013209013,0.8144431,0.5535823,0.11106907,18.0,210.0,50.890594,16.809614,5.0,246.0,124.24115,28.683474,0.0,184.0,73.0084,27.892502
524A,0.081397295,0.8624161,0.35616612,0.16621606,28.0,255.0,118.11859,45.893764,18.0,194.0,102.613495,18.69087,0.0,154.0,43.661926,22.06339
