Image_ID,NDVI_Min,NDVI_Max,NDVI_Mean,NDVI_Std
233A,-0.03341289,0.9215311,0.4630529,0.19291624
233B,-0.01759134,0.9227941,0.48721102,0.18661904
234A,0.00693816,0.86589485,0.68508637,0.10392337
234B,-0.104912065,0.8899066,0.60781276,0.11834922
235A,-0.355269,0.91873425,0.58838755,0.18057364
235B,-0.44014084,0.93207073,0.53847873,0.21442255
236A,0.14092286,0.81191415,0.45895848,0.11735432
236B,0.09468517,0.8056755,0.44550115,0.1191339
237A,-0.19121447,0.89141417,0.61177766,0.1788806
237B,-0.047287207,0.89415044,0.5592681,0.18214689
238A,-0.14294276,0.92528135,0.79052746,0.12401265
238B,0.16420145,0.9301423,0.83698255,0.09693926
239A,0.02,0.8915452,0.40350112,0.12536976
239B,0.021421919,0.91915923,0.50660217,0.16861829
23A,-0.37860578,0.91188145,0.4139196,0.13684143
23B,-0.4,0.90763277,0.46884692,0.14741701
240A,0.007148531,0.8223591,0.5587539,0.06869254
240B,0.14830673,0.87564766,0.5351802,0.076529294
241A,0.03559436,0.8827977,0.7090535,0.14081794
241B,0.03621854,0.9008295,0.6246976,0.17341997
242A,-0.2898305,0.70140845,0.14418374,0.12702553
242B,-0.45688075,0.7620936,0.15565355,0.13286105
243A,0.0,0.88266665,0.43697178,0.14973766
243B,0.13126491,0.88794786,0.4798628,0.18045615
244A,-0.20991735,0.9398983,0.68398255,0.12318878
244B,-0.20288289,0.9212816,0.67036396,0.14579567
245A,-0.30666667,0.87916774,0.68505085,0.154888
245B,0.11292962,0.8831427,0.7201824,0.07952865
246A,0.016011644,0.8494946,0.35663164,0.11022576
246B,0.030444965,0.8587285,0.34696567,0.11845975
247A,-0.14070222,0.8293793,0.4905436,0.17468376
247B,0.02586207,0.83657885,0.53898,0.09079667
248A,0.10145827,0.85590065,0.6651853,0.07657338
248B,0.05171412,0.87596136,0.64650595,0.084615044
249A,-0.15084746,0.92410314,0.45742783,0.18027951
249B,-0.2683438,0.888348,0.23094021,0.16704074
24A,-0.52626157,0.99946296,0.86204845,0.10801093
24B,-0.36393443,0.9994599,0.8315351,0.118593335
250A,-0.2846442,0.83980966,0.4566819,0.17856592
250B,-0.04831093,0.84521383,0.49503642,0.15718663
251A,0.32273313,0.9098436,0.8343461,0.020933898
251B,0.5849057,0.9014989,0.8254052,0.020474825
252A,-0.027042413,0.92538136,0.76452124,0.1382581
252B,-0.06411025,0.93071806,0.74337363,0.14203465
253A,-0.39801818,0.857746,0.3262349,0.12675045
253B,-0.14732246,0.8578108,0.3375287,0.10593003
254A,0.011409643,0.85591483,0.4922352,0.14792566
254B,-0.2747253,0.89836425,0.5249268,0.18697487
255A,-0.48317632,0.8803419,0.29417038,0.15768848
255B,-0.43473053,0.8733051,0.31293282,0.23757364
256A,-0.5795216,0.895054,0.51998854,0.14146428
256B,-0.39763778,0.8938286,0.50532776,0.16089824
257A,0.24179104,0.9276656,0.82251954,0.05169789
257B,0.65421855,0.9230352,0.8584806,0.020736346
258A,-0.9918699,0.93939394,-0.055788938,0.18563193
258B,-0.95,0.9183673,-0.058925167,0.09737775
259A,-0.44610283,0.9235648,0.6683001,0.1620072
259B,-0.48649886,0.9257642,0.54490626,0.38313067
25A,-0.6415094,0.89656794,0.32768106,0.27234343
25B,-0.53571427,0.8647821,-0.0019940808,0.3500122
260A,-0.1611411,0.9078893,0.4588281,0.11357414
260B,-0.049792532,0.8817989,0.5090699,0.103652
261A,-0.6489152,0.9158615,0.66933,0.39582786
261B,-0.26572007,0.90554416,0.7604786,0.15304488
262A,0.057045713,0.677196,0.4144252,0.06721841
262B,0.13518274,0.7055937,0.43074286,0.050243802
263A,-0.055125285,0.93492407,0.5306996,0.18356511
263B,-0.08912446,0.9414634,0.51570237,0.17404543
264A,-0.10774711,0.90898275,0.4496181,0.15966234
264B,0.065309584,0.9087296,0.47070792,0.15388131
265A,0.022959184,0.7825863,0.39623278,0.10128725
265B,-0.14285715,0.7675941,0.31561315,0.09502317
266A,-0.1257379,0.86362696,0.37939814,0.15778303
266B,-0.27178824,0.8642777,0.49582005,0.1784207
267A,-0.14473145,0.9199175,0.52525634,0.18820603
267B,-0.06282017,0.9285011,0.62498486,0.16761331
268A,0.46697837,0.8981426,0.7949044,0.033333506
268B,0.37225786,0.89198315,0.7875998,0.042248495
269A,0.08469682,0.83587086,0.3866666,0.082342155
269B,-0.34261408,0.82067484,0.37801465,0.12066452
26A,0.027484143,0.99872774,0.83437634,0.07309991
26B,-0.5555556,0.99888825,0.8095988,0.08112123
270A,-0.054924242,0.88235295,0.8175243,0.028977992
270B,0.5371051,0.8922914,0.8240848,0.020241825
271A,-0.35855857,0.87582517,0.58950186,0.13608398
271B,-0.446273,0.89007795,0.566311,0.17388225
272A,0.10369573,0.75429326,0.5425848,0.054384965
272B,-0.009667025,0.7916421,0.53277874,0.0466347
273A,-0.420026,0.8678066,0.16849037,0.3312903
273B,-0.34692952,0.7549824,-0.05296577,0.18841544
274A,-0.25381047,0.7559247,0.3678401,0.10845641
274B,-0.29119906,0.7972491,0.3820357,0.09540314
275A,-0.22416107,0.837329,0.46269947,0.24243765
275B,-0.33267862,0.8371031,0.3795269,0.23948607
276A,-0.30550918,0.8537252,0.29999334,0.0999589
276B,0.042505592,0.84827584,0.27725524,0.09789845
277A,-0.27002478,0.8873608,0.5207672,0.19627118
277B,-0.38801843,0.8914729,0.45404318,0.1971925
278A,-0.26642066,0.93863857,0.45657808,0.21996376
278B,-0.0952862,0.9190196,0.46038234,0.22433384
279A,0.11189999,0.88393044,0.5825119,0.0939931
279B,0.06329114,0.8758278,0.53099316,0.10264924
27A,0.066974595,0.827792,0.3493161,0.10827708
27B,0.10223368,0.8476777,0.3807819,0.12545899
280A,-0.39685476,0.9676099,0.42254752,0.25166228
280B,-0.52286285,0.93529624,0.38114077,0.25139064
281A,-0.08894498,0.95639163,0.3621112,0.20409778
281B,-0.05918619,0.91346717,0.40306914,0.19608289
282A,-0.2851852,0.78845,-0.13921574,0.040750302
282B,-0.41165048,0.86346453,-0.017368037,0.21024768
283A,-0.2803653,0.8901602,0.5301665,0.09992402
283B,-0.42772862,0.90512013,0.53761846,0.105525665
284A,-0.6851852,0.9000931,0.50717676,0.2427586
284B,-0.55737704,0.90986806,0.47628006,0.24349251
285A,-0.8159806,0.8292904,0.1388683,0.23940516
285B,-0.6734207,0.8390093,0.44410115,0.24207431
286A,0.26399025,0.8753361,0.71632844,0.07600856
286B,0.30723608,0.85901797,0.69361186,0.06693686
287A,-0.23147207,0.8715393,0.5427197,0.17188966
287B,-0.18449198,0.88385385,0.43587887,0.17466386
288A,-0.20671378,0.9101503,0.6456649,0.17273995
288B,-0.4065934,0.9000672,0.63982004,0.18951795
289A,-0.16981132,0.9153776,0.4202553,0.23487003
289B,-0.15675676,0.90017587,0.4520573,0.19097224
28A,0.5629025,0.9095185,0.83598995,0.029625416
28B,0.58815134,0.9038414,0.8333998,0.022027943
290A,-0.151399,0.80296385,0.41560128,0.15716064
290B,-0.062068965,0.84390765,0.44018877,0.1694673
291A,0.039555863,0.902747,0.6069477,0.08177874
291B,-0.020436928,0.90731204,0.61737573,0.096231446
292A,-0.25227964,0.9033207,0.51480484,0.20969479
292B,-0.45315903,0.90510327,0.43807805,0.19559354
293A,-0.18280683,0.7718267,0.38134778,0.0994017
293B,-0.281493,0.7612863,0.38730493,0.113565646
294A,-0.008797654,0.81211257,0.4875758,0.104728125
294B,-0.025,0.79767907,0.4623919,0.11355661
295A,-0.2877438,0.8802661,0.48924732,0.12954882
295B,-0.12782328,0.89115477,0.46829998,0.17596495
296A,0.32618794,0.8542247,0.49703783,0.0730389
296B,0.25691333,0.882407,0.4761747,0.074527875
297A,0.14285715,0.8130734,0.49861577,0.07890324
297B,-0.14263445,0.8423956,0.470658,0.08073386
298A,-0.011655011,0.94968444,0.5756114,0.21725115
298B,-0.22948074,0.9413926,0.5754017,0.21496153
299A,0.07995365,0.94350284,0.49346343,0.18041378
299B,0.018832391,0.94737715,0.5170061,0.21115002
29A,-0.1923077,0.905071,0.6184378,0.23666683
29B,-0.527027,0.9055102,0.6451955,0.23121777
2A,0.5153112,0.9393414,0.8636714,0.023048203
2B,-0.028720627,0.9404998,0.8567171,0.04043845
300A,-0.06935584,0.8969279,0.60385627,0.12157617
300B,0.05303371,0.8873607,0.57947433,0.12893216
301A,0.19900621,0.8579398,0.5883186,0.15307777
301B,0.1773919,0.8571256,0.5863201,0.12400798
302A,-0.15189873,0.8967792,0.63645184,0.09596822
302B,-0.057815846,0.9143247,0.65691125,0.10362503
303A,-0.4520548,0.8924516,0.6103702,0.1269343
303B,0.0019337373,0.89717597,0.620806,0.11319122
304A,-0.9219858,0.91425544,-0.35154137,0.12570633
304B,-0.99636364,0.9992871,-0.15218017,0.37159768
305A,0.09193054,0.9510571,0.5735521,0.25034335
305B,-0.03526735,0.95282716,0.6458885,0.22588132
306A,-0.41324922,0.47126436,0.0026859865,0.07919376
306B,-0.46077034,0.5344262,-0.0024525397,0.090027146
307A,-0.4500211,0.95126355,0.6753944,0.15864667
307B,-0.53521127,0.94505084,0.7106314,0.14737895
308A,0.021110041,0.88994867,0.64757276,0.103801884
308B,-0.0043256,0.8898689,0.6181941,0.1297346
309A,-0.08438061,0.9480752,0.5053814,0.13098575
309B,-0.5041783,0.9266869,0.5242779,0.12581919
30A,-0.13882352,0.8366598,0.4938163,0.15973343
30B,0.023864008,0.8189071,0.42124474,0.14534089
310A,-0.20567375,0.8756355,0.30910456,0.15982619
310B,0.025452109,0.84663534,0.27485573,0.11127875
311A,-0.40552485,0.9001052,0.42994753,0.22155175
311B,-0.36596385,0.8862928,0.37499422,0.18823418
312A,0.09570957,0.73415875,0.414492,0.108180076
312B,0.09189189,0.76571923,0.37737975,0.10782403
313A,-0.1764706,0.034700315,-0.08814711,0.021053743
313B,-0.17385258,0.040236685,-0.09721489,0.018530581
314A,-0.902439,0.99912703,0.5399115,0.26619565
314B,-0.56628704,0.9987196,0.38616672,0.26862764
315A,0.6947735,0.9196132,0.874751,0.015080551
315B,0.6675021,0.9132777,0.85669714,0.018723693
316A,-0.3557126,0.91861147,0.70197976,0.1314179
316B,-0.2145346,0.91047966,0.69789404,0.13613735
317A,0.044252165,0.8538677,0.49231407,0.11268364
317B,-0.06609316,0.79376173,0.41579753,0.13632996
318A,-0.060527883,0.8070974,0.26688161,0.11514892
318B,-0.055733506,0.8474182,0.29335332,0.122196205
319A,0.21245785,0.8253887,0.60481596,0.08090028
319B,0.058220055,0.8272284,0.5452549,0.10187934
31A,-0.19742489,0.83296895,0.25156027,0.06805
31B,0.008352316,0.7975062,0.31022263,0.08030531
320A,0.012295082,0.7619525,0.34046248,0.12492557
320B,-0.010408209,0.792244,0.3374781,0.114667945
321A,0.25716788,0.7156641,0.49701402,0.071877785
321B,0.1576833,0.72063243,0.48042998,0.057554245
322A,0.64160585,0.9351852,0.8644165,0.02318346
322B,0.59312975,0.9372414,0.87263995,0.024556894
323A,-0.23554301,0.75725484,0.22659804,0.09456363
323B,-0.24231058,0.7696145,0.24678397,0.10583426
324A,-0.31707317,0.8320732,-0.034669418,0.18823594
324B,-0.28731343,0.15474643,-0.11238108,0.032997333
325A,-0.79310346,0.999451,0.30545986,0.11960113
325B,-0.984375,0.99961066,0.28971693,0.14210778
326A,0.11425762,0.72646767,0.3434179,0.09840945
326B,0.09472934,0.73461014,0.38186926,0.102972865
327A,-0.2658228,0.9415144,0.7077207,0.2167825
327B,0.12421581,0.95149785,0.80260783,0.15476617
328A,-0.2849162,0.9969789,0.50834846,0.09379208
328B,-0.10526316,0.9967159,0.5422477,0.083854385
329A,-0.52662724,0.94822395,0.4175369,0.21673377
329B,-0.35361215,0.9549122,0.3964911,0.20546879
32A,0.1592775,0.88690937,0.57432914,0.11183863
32B,-0.23569024,0.902521,0.64816475,0.16110303
330A,-0.32941177,0.91152894,0.6549541,0.22405736
330B,-0.39550716,0.923634,0.6956766,0.18996786
331A,0.28594682,0.89184237,0.7221588,0.086342186
331B,-0.1313364,0.88459945,0.5997778,0.14495169
332A,-0.08758568,0.8872618,0.50333077,0.18642743
332B,-0.16346154,0.8820411,0.54987085,0.20881653
333A,0.12315271,0.9990435,0.6867075,0.09906641
333B,0.16272275,0.94020826,0.68437576,0.08663752
334A,-0.3409091,0.8926633,0.4601773,0.2127347
334B,-0.14074074,0.8911454,0.48259962,0.22770709
335A,-0.24966724,0.83235484,0.27539247,0.07478224
335B,0.044640835,0.69947505,0.34223774,0.06374117
336A,-0.07160849,0.8895398,0.3679266,0.18367137
336B,-0.10164487,0.90163934,0.34685567,0.18786827
337A,-0.50854355,0.9217119,0.6694655,0.21361035
337B,-0.54631245,0.9255466,0.6378666,0.24656785
338A,-0.27092198,0.9308108,0.34947667,0.12045517
338B,-0.28803828,0.94030654,0.3640928,0.11423858
339A,-0.25549915,0.8383272,0.38463092,0.12270824
339B,-0.20505992,0.73913044,0.31101078,0.08901186
33A,-0.15308292,0.8333333,0.42526373,0.15080138
33B,-0.030933063,0.85172784,0.41663957,0.15638678
340A,-0.4177215,0.9483675,0.83244014,0.09616007
340B,-0.9672131,0.94011974,0.8269941,0.15602937
341A,0.60177284,0.91165435,0.8436948,0.018377187
341B,0.6270656,0.90031236,0.8412926,0.018167054
342A,-0.39130434,0.89303935,0.5488801,0.11842997
342B,-0.40044412,0.8852691,0.5584089,0.11053077
343A,-0.6507937,0.90980595,0.42310435,0.58830726
343B,-0.65426695,0.9157246,0.47548527,0.6057638
344A,-0.037553232,0.89591676,0.45040563,0.15625498
344B,-0.038297873,0.9293748,0.53967977,0.15750074
345A,-0.16783036,0.9917864,0.67264354,0.09145029
345B,-0.17579505,0.938561,0.6860293,0.09823703
346A,-0.5493421,0.99465036,0.44801405,0.21967942
346B,-0.08356941,1.0,0.44272846,0.21054126
347A,-0.3899204,0.7510159,0.3243262,0.06530362
347B,-0.18165137,0.7664086,0.31639618,0.0730102
348A,-0.20384048,0.8494853,0.23926955,0.10770163
348B,-0.012912482,0.86827934,0.25088128,0.12037782
349A,-0.018162394,0.9990995,0.44964492,0.13286492
349B,-0.13553114,0.99881864,0.5132646,0.13317405
34A,-0.082444675,0.885283,0.31746286,0.16793817
34B,0.009677644,0.90881723,0.3925874,0.1612611
350A,0.060326193,0.95301956,0.4024309,0.1412139
350B,-0.114106886,0.9696657,0.4106491,0.15282403
351A,0.27116704,0.9266187,0.7725103,0.040169176
351B,0.3429395,0.91762596,0.7816498,0.037923556
352A,-0.13846155,0.8441744,0.34496492,0.15194812
352B,-0.1542686,0.87413335,0.3441798,0.12370517
353A,-0.7602041,0.95496565,0.68211925,0.25542
353B,-0.5995976,0.9450159,0.43651295,0.21480879
354A,0.5826593,0.92509705,0.8557286,0.022751685
354B,-0.23504868,0.9231958,0.8470843,0.045931526
355A,0.53791887,0.9231469,0.86978376,0.021937987
355B,0.5651578,0.92242426,0.8737269,0.020958714
356A,0.6142786,0.9157675,0.83931124,0.028257547
356B,-0.44696283,0.9141766,0.8146777,0.19037475
357A,0.6702726,0.8947368,0.8431858,0.016755776
357B,0.5852843,0.90559345,0.84326077,0.016812043
358A,-0.19487578,0.8991184,0.3670433,0.19301768
358B,0.016471712,0.8964327,0.30659774,0.16510174
359A,0.649451,0.9396634,0.88595057,0.015122041
359B,0.6679341,0.94614005,0.88972867,0.015088278
35A,-0.071428575,0.88364667,0.39377716,0.1944655
35B,-0.22202487,0.88597757,0.5170376,0.24892151
360A,-0.33486164,0.93828857,0.5936992,0.26082367
360B,-0.29536825,0.93127346,0.70157886,0.22623684
361A,-0.25026625,0.9284242,0.6749983,0.11596421
361B,-0.13189964,0.938054,0.7161503,0.15735874
362A,0.6095215,0.9235797,0.8708589,0.021540109
362B,0.60862213,0.92774194,0.86656046,0.023387793
363A,-0.20178041,0.9139971,0.36358643,0.110244006
363B,-0.19917865,0.92051697,0.38090688,0.12713812
364A,-0.24129651,0.97185576,0.30306482,0.15978888
364B,-0.25515744,0.93167835,0.2820506,0.15896311
365A,-0.3196347,0.85787076,0.29987222,0.12573029
365B,-0.45645934,0.87190866,0.30948013,0.13598445
366A,0.089770354,0.88090104,0.66335905,0.16053586
366B,0.19237557,0.8865219,0.7257109,0.12012727
367A,-0.105560035,0.8802682,0.5955056,0.12748016
367B,-0.20653883,0.8826099,0.61413217,0.13472942
368A,0.6207378,0.9244674,0.85818344,0.020355154
368B,0.5995872,0.92177397,0.8637735,0.021187723
369A,-0.1752809,0.8666667,0.27529693,0.10510387
369B,-0.30083233,0.83187526,0.2791947,0.1000513
36A,-0.31609675,0.89199615,0.31370002,0.19020623
36B,-0.34917733,0.8913505,0.3194608,0.18112788
370A,0.046655655,0.8521974,0.32470667,0.07453734
370B,-0.53451955,0.89326763,0.4004366,0.27798384
371A,0.07989907,0.8207205,0.34359613,0.122193284
371B,0.07359307,0.8245329,0.36252385,0.13555343
372A,-0.2555102,0.93538916,0.21300754,0.12001966
372B,-0.71428573,0.90675306,0.23079827,0.12445601
373A,0.50544924,0.8759073,0.8092294,0.01766074
373B,0.6076314,0.8738423,0.8017887,0.017957432
374A,-1.0,1.0,0.53589666,0.3197788
374B,-1.0,1.0,0.4881339,0.30234313
375A,0.11413365,0.94206065,0.7225193,0.08139717
375B,0.12767014,0.93786985,0.73272437,0.078539
376A,-0.16697474,0.90041673,0.6521629,0.15949686
376B,-0.38842374,0.9086011,0.589223,0.14971298
377A,0.13420881,0.84647673,0.50709516,0.059469916
377B,0.021557719,0.7534397,0.48203835,0.06048583
378A,-0.373,1.0,0.37536055,0.21558917
378B,-0.22443044,0.944503,0.7420559,0.22606727
379A,0.60173965,0.923884,0.8475225,0.019533701
379B,0.56045425,0.9222435,0.8467844,0.0175672
37A,-0.013752456,0.9167424,0.7286431,0.09922431
37B,0.04154124,0.8989424,0.7346591,0.094231784
380A,-0.668175,0.90163934,0.4650219,0.14237279
380B,-0.48210526,0.73297966,0.43651122,0.07463392
381A,-0.29521587,0.890162,-0.029316664,0.12858236
381B,-0.23131673,0.2,-0.029514091,0.039868135
382A,-0.37967214,0.9126532,0.4358214,0.1821439
382B,-0.46001467,0.92870903,0.4224515,0.23532361
383A,0.056236785,0.93475175,0.7893795,0.110737495
383B,-0.10901287,0.9138354,0.6879569,0.15288588
384A,-0.044994377,0.8870172,0.66445976,0.13204807
384B,0.09456834,0.877712,0.61445403,0.16733745
385A,-0.1357868,0.87564504,0.5235279,0.13510601
385B,-0.22451384,0.88641447,0.49139017,0.14883585
386A,-0.17780383,0.89248747,0.5750421,0.12168064
386B,-0.21034181,0.8753983,0.57591116,0.08435587
387A,0.14048503,0.6606579,0.3012953,0.0485692
387B,0.14098361,0.6661562,0.3603062,0.05913183
388A,0.12636817,0.71896124,0.40692872,0.05193759
388B,0.08691099,0.6943931,0.41947085,0.05064118
389A,-0.028590316,0.8185964,0.25124943,0.069653004
389B,0.0061108684,0.79683375,0.2861597,0.08960556
38A,-0.23320994,0.8873639,0.3869565,0.1968326
38B,-0.30946773,0.89279115,0.43186206,0.16753611
390A,-0.1837037,0.77868855,0.513428,0.121260166
390B,-0.15226337,0.7809868,0.4902666,0.1593491
391A,0.040383298,0.67129093,0.2616265,0.11537006
391B,-0.030718597,0.68183374,0.14026326,0.11597396
392A,0.09141083,0.9340146,0.5987662,0.1839003
392B,-0.101983,0.9368421,0.67906207,0.1908048
393A,-0.09470217,0.87277085,0.6357853,0.16778979
393B,-0.03837472,0.87234044,0.6187074,0.16570255
394A,0.09927898,0.89611125,0.45571807,0.17112844
394B,-0.07167765,0.9270971,0.48436353,0.17276107
395A,-0.30211586,0.8173329,0.45682734,0.1642611
395B,-0.36994755,0.83952093,0.32819653,0.24898395
396A,-0.048101265,0.9246241,0.5889256,0.16474864
396B,-0.1007752,0.9279373,0.5589407,0.17438278
397A,-0.5648086,0.9100935,0.6135968,0.1727854
397B,-0.65178573,0.9380513,0.5956465,0.20118064
398A,-0.5625486,0.8755123,0.54022145,0.4972153
398B,-0.54418606,0.8863774,0.6997076,0.33097628
399A,-0.5752009,-0.06719368,-0.4171087,0.05962565
399B,-0.56914896,-0.009259259,-0.35372943,0.06397446
39A,-0.42610836,0.91641337,0.69953644,0.17743981
39B,-0.30232558,0.925983,0.65577114,0.17583191
3A,0.08960915,0.7987041,0.48230094,0.09491263
3B,0.08263836,0.79236436,0.4445767,0.06481467
400A,-0.036,0.9037381,0.8078337,0.049431797
400B,0.20651466,0.9020595,0.7943228,0.09089294
401A,-0.065514535,0.6620884,0.26572037,0.09271326
401B,0.00040436717,0.76356405,0.2564488,0.09047994
402A,0.03311258,0.7133106,0.57087994,0.059585154
402B,-0.18023787,0.7298736,0.50059867,0.08091214
403A,0.023956195,0.922528,0.69960654,0.14472394
403B,-0.123438284,0.9277318,0.6204967,0.18690392
404A,0.100488484,0.8730953,0.35380897,0.1321137
404B,0.10413774,0.9145558,0.37597674,0.22576205
405A,-0.14139694,0.92535836,0.7441141,0.11616439
405B,-0.47448522,0.92898273,0.70255744,0.17617753
406A,0.041830532,0.7259336,0.3066346,0.08167609
406B,-0.04196134,0.78618544,0.27258497,0.07055357
407A,0.45083487,0.92494136,0.8655702,0.021908078
407B,0.41032815,0.92913693,0.8696071,0.020623857
408A,0.07884465,0.93400824,0.67975324,0.10450518
408B,-0.16937356,0.9401319,0.6642158,0.11571877
409A,0.07047872,0.7204161,0.24946952,0.083968766
409B,-0.0017211704,0.83635473,0.2691064,0.08365158
40A,-0.24007061,0.93583274,0.6900251,0.16458748
40B,-0.21196188,0.94717485,0.7210587,0.17890207
410A,0.13602391,0.907761,0.83293116,0.020954257
410B,0.15148655,0.90686274,0.83137524,0.027887762
411A,0.19268486,0.825,0.5086112,0.06867938
411B,0.16142558,0.8385022,0.5623603,0.070593014
412A,0.03605381,0.7369116,0.35767034,0.08597367
412B,-0.14362416,0.7471704,0.33832896,0.09182907
413A,-0.08730916,0.9996678,0.27503428,0.14485219
413B,0.01754386,0.99952257,0.32515508,0.13560922
414A,-0.48810458,0.941233,0.7116872,0.11616869
414B,0.13253845,0.9327589,0.7265478,0.113727205
415A,0.2082703,0.7069243,0.4879356,0.06197601
415B,0.19326684,0.74343807,0.51064277,0.06442204
416A,-0.487228,0.8710426,0.62083316,0.14964816
416B,-0.3845209,0.88418996,0.7019283,0.1189814
417A,-0.27439532,0.881495,0.631408,0.25123835
417B,-0.2583288,0.88456124,0.58331156,0.2522591
418A,0.12796998,0.91601187,0.78379446,0.11283949
418B,-0.32901135,0.92578614,0.706121,0.13305943
419A,0.04804805,0.78844863,0.41313356,0.07275699
419B,0.14268367,0.7553412,0.46337748,0.061686896
41A,-0.28370222,0.94744974,0.71389055,0.22314444
41B,-0.109619685,0.955109,0.59124464,0.2833945
420A,-0.01706137,0.8776772,0.6629865,0.0943137
420B,0.29647058,0.8672249,0.71202326,0.050961375
421A,0.073191136,0.8809025,0.5502434,0.29257622
421B,-0.31260794,0.8869524,0.55495274,0.28293243
422A,-0.99402094,0.99852014,0.4048931,0.19777225
422B,-0.66368157,0.99393654,0.48838884,0.2141561
423A,-0.056,0.98989433,0.45043516,0.2461966
423B,-1.0,0.9804611,0.40511322,0.23619175
424A,-0.1801141,0.88435614,0.32516283,0.17979252
424B,-0.27617148,0.86703795,0.3221525,0.14204021
425A,-0.23231018,0.99729854,0.7409543,0.15200028
425B,-1.0,1.0,0.69786894,0.23304828
426A,-0.19730185,0.84643734,0.3753994,0.1701873
426B,-0.06417112,0.87303853,0.33622736,0.18167983
427A,-0.42502388,0.9085598,0.59046173,0.18369633
427B,0.046065807,0.9137069,0.563121,0.18796428
428A,0.01843318,1.0,0.51386565,0.1288295
428B,0.08675799,1.0,0.49240202,0.112398595
429A,-0.9986842,0.9991154,-0.02245679,0.22872151
429B,-0.9953917,0.99944997,0.22103114,0.35050783
42A,-0.085893415,0.76092774,0.56885695,0.072402775
42B,0.13594581,0.778664,0.55546546,0.06646474
430A,-0.35893416,0.93773824,0.61489797,0.11500914
430B,-0.1118061,0.8717637,0.6511214,0.07812013
431A,-1.0,1.0,0.5639226,0.2079519
431B,-1.0,1.0,0.596743,0.1901057
432A,-0.60883975,0.87596536,0.37849125,0.22133657
432B,-0.5181195,0.8867661,0.27795216,0.19832641
433A,-0.5086705,0.8756757,0.3091328,0.42002344
433B,-0.31412104,0.8874904,0.60804164,0.13703716
434A,-0.115466855,0.90196645,0.51409113,0.22545843
434B,-0.116100065,0.893256,0.5123641,0.21041282
435A,0.026646556,0.87775385,0.50763345,0.13234939
435B,-0.30643126,0.8908018,0.5421269,0.1593786
436A,-0.9862543,0.9705882,0.7831224,0.13848218
436B,-0.99604744,0.99635035,0.71424544,0.20198354
437A,0.06364429,0.95856875,0.46723914,0.14252363
437B,0.04014273,0.97040904,0.38471293,0.1404555
438A,-0.4571204,0.9129813,0.6890378,0.18198897
438B,-0.9122257,0.9278913,0.64811265,0.30834126
439A,-0.22201139,0.88919526,0.45194328,0.16244532
439B,-0.23859648,0.89101917,0.45159632,0.17757358
43A,-0.29740793,0.8726214,0.49327284,0.14475398
43B,-0.3377157,0.9046853,0.43468827,0.2114406
440A,0.50905067,0.9104478,0.818446,0.034929026
440B,-0.25403568,0.9075186,0.8085135,0.07520248
441A,0.047006432,0.8545455,0.5072658,0.107549265
441B,0.08052588,0.84729797,0.5424571,0.09631805
442A,-0.37014925,0.8878261,0.6253112,0.1758352
442B,-0.0057142857,0.90997875,0.7013916,0.13980001
443A,-0.2166998,0.8593272,0.61713064,0.08569383
443B,0.11392405,0.87975043,0.60518765,0.08407421
444A,-0.16042481,0.86133766,0.18266293,0.10644135
444B,-0.13586956,0.82545286,0.17772889,0.08719959
445A,0.099345624,0.8,0.48639634,0.11174361
445B,0.09675498,0.7649635,0.49225086,0.07777882
446A,-0.3193138,0.8953122,0.7160859,0.097369276
446B,-0.33333334,0.91560054,0.72113836,0.10674593
447A,-0.078431375,0.9039029,0.30767685,0.14082576
447B,-0.02027027,0.8861828,0.3796242,0.13142851
448A,-1.0,1.0,0.35269177,0.18113592
448B,-1.0,1.0,0.33106938,0.2193101
449A,0.03587206,0.7566995,0.29074657,0.12165032
449B,0.08567775,0.8547511,0.3041628,0.11817894
44A,0.021656927,0.8771006,0.4299776,0.11293122
44B,-0.36787564,0.8495667,0.3071077,0.09421525
450A,0.1056876,0.8425752,0.53406477,0.11452713
450B,-0.13777778,0.8354387,0.5178374,0.10767912
451A,-0.028266456,0.9081058,0.62352777,0.21033087
451B,0.05536723,0.88692176,0.7001602,0.20076317
452A,-0.3654267,0.87972724,0.59533995,0.12551476
452B,-0.27212572,0.83830994,0.5822281,0.07620725
453A,0.052950077,0.96346647,0.8383688,0.11615979
453B,0.055505704,0.9663444,0.8706782,0.065467566
454A,0.6664223,0.9234366,0.84890646,0.020192537
454B,0.6229508,0.925192,0.84916985,0.020235233
455A,-0.5633653,0.8421268,0.34948283,0.12482841
455B,-0.38743454,0.8074928,0.45559627,0.12890165
456A,0.113563895,0.7665222,0.44195464,0.113316715
456B,0.11631632,0.7914732,0.50071996,0.1079175
457A,-0.697479,0.89046943,0.3645754,0.2810525
457B,-0.44246355,0.925494,0.4900797,0.16094336
458A,-0.25960785,0.85780466,0.28506327,0.10969681
458B,-0.19432314,0.8545821,0.33912808,0.15344295
459A,-0.60670125,0.88413644,0.12073704,0.3022131
459B,-0.32163742,0.1941032,-0.07043293,0.049327258
45A,-0.5166932,0.8810158,0.35770774,0.1763258
45B,-0.54938954,0.86247706,0.45958567,0.18364385
460A,-0.48657498,0.8416085,0.34388173,0.101803385
460B,-0.31940538,0.88737655,0.30952996,0.117567755
461A,-0.62326014,0.81924576,0.43129766,0.066726595
461B,-0.43484226,0.7633937,0.42344758,0.05357407
