Image_ID,NDVI_Min,NDVI_Max,NDVI_Mean,NDVI_Std
462A,-0.45325443,0.75918365,0.25739193,0.13108616
462B,-0.25056434,0.75746924,0.29712287,0.04527827
463A,0.09828508,0.8896079,0.39513066,0.12181871
463B,-0.009880029,0.98924345,0.49846858,0.16877319
464A,-0.26901874,0.9616719,0.47890675,0.15606768
464B,-0.39977688,0.9739296,0.47987795,0.17803979
465A,-0.09247696,0.9042844,0.767576,0.08760166
465B,0.08301114,0.9040658,0.6725178,0.101085655
466A,-0.21621622,0.92522043,0.67830455,0.1579529
466B,-0.22464456,0.9299838,0.6750709,0.14693205
467A,0.03311258,0.8359011,0.593055,0.07725396
467B,-0.25766364,0.8666268,0.43862253,0.13934638
468A,-0.06638756,0.80754286,0.3933925,0.0917036
468B,-0.09391222,0.8969212,0.46895987,0.10995208
469A,-0.003749192,0.916902,0.7792652,0.19553754
469B,-0.06131208,0.9171285,0.8151835,0.1094778
46A,0.018574992,0.91537875,0.6139791,0.12397797
46B,-0.03725684,0.9396843,0.6432759,0.1621703
470A,0.56563896,0.94056886,0.8649131,0.023237439
470B,0.57486135,0.9344348,0.86769944,0.020833662
471A,0.061261263,0.8600933,0.45496896,0.112670206
471B,0.060592785,0.8864825,0.50092006,0.12662801
472A,-0.34140968,0.90504515,0.34251344,0.21369712
472B,-0.34889436,0.8921951,0.32232133,0.19921693
473A,0.55721927,0.92135626,0.8530845,0.019712338
473B,0.6247456,0.91709256,0.85455257,0.020169606
474A,-0.21883656,0.9378422,0.66016436,0.15494013
474B,-0.04765784,0.9341826,0.63917625,0.17252187
475A,-0.3736952,0.8964176,0.4284196,0.13275726
475B,-0.24441688,0.85465837,0.50074387,0.12553735
476A,0.12266302,0.9052504,0.5256426,0.20005457
476B,0.11227816,0.9207921,0.4878942,0.15708181
477A,0.13987672,0.94255877,0.8712945,0.04965343
477B,0.20502092,0.9452114,0.869192,0.045371242
478A,-0.2222536,0.8432836,0.4173578,0.2178975
478B,-0.28121138,0.908155,0.4454511,0.23698612
479A,-0.97037035,-0.084745765,-0.8957748,0.08581853
479B,-0.9672131,-0.07462686,-0.8751793,0.09964055
47A,-0.28154743,0.7684557,0.34660393,0.093039766
47B,-0.16141236,0.7832512,0.3571071,0.090361424
480A,0.23406863,0.9963964,0.68459797,0.11861621
480B,-0.030303031,0.9652778,0.70779014,0.1102363
481A,-0.9444444,0.9270749,0.71432054,0.23314767
481B,-0.61750716,0.92991114,0.67087495,0.29973888
482A,0.13981043,0.88422877,0.4488269,0.0952752
482B,0.14878175,0.8593676,0.48385972,0.09888807
483A,-0.123898394,0.87646407,0.55691063,0.28214005
483B,-0.15441176,0.8818131,0.7152827,0.18699577
484A,0.058767773,0.9056604,0.7396152,0.093258016
484B,-0.027284538,0.90414745,0.7386991,0.13976322
485A,-0.14396887,0.95547533,0.35360843,0.13386896
485B,-0.49345306,0.844227,0.31353927,0.11576482
486A,-0.23997532,0.89478743,0.7129569,0.14898379
486B,-0.18127884,0.86979693,0.6845381,0.10922311
487A,-0.11093627,0.7922078,0.38996154,0.10922517
487B,-0.017011493,0.8013245,0.45825338,0.10508101
488A,-0.2982043,0.95390254,0.7437159,0.11279888
488B,-0.23274353,0.9569971,0.7498045,0.120204665
489A,-0.28164667,0.8644348,0.35947043,0.12096039
489B,-0.43239096,0.9019492,0.3711437,0.101625815
48A,-0.32822478,0.99626863,0.3938598,0.20120895
48B,-0.33674777,0.9979487,0.4277593,0.19359572
490A,-0.033664387,0.90676385,0.2646302,0.1662622
490B,-0.24159664,0.92860043,0.3742651,0.15836738
491A,-0.2319688,0.9400391,0.80383706,0.19716832
491B,-0.21787709,0.9382114,0.8264119,0.15238635
492A,-0.9710145,0.969697,-0.5796696,0.41539088
492B,-0.9746835,0.9259259,-0.7235464,0.33086535
493A,-0.323185,0.92503595,0.79313636,0.16952568
493B,-0.110579796,0.9309259,0.84739,0.075557664
494A,-0.38624337,0.9987469,0.7121492,0.18987478
494B,-0.36727273,0.9979123,0.7116492,0.16514097
495A,-0.1987076,0.9168665,0.7093278,0.13598925
495B,-0.35151514,0.9240721,0.53046143,0.3618834
496A,-0.4318182,0.89764625,0.40884855,0.30380708
496B,-0.5768005,0.89177996,0.35503304,0.3177361
497A,-0.22222222,0.8843501,0.47239664,0.20708014
497B,-0.2902507,0.8551076,0.4140986,0.1387447
498A,0.22049984,0.889714,0.70484394,0.1401843
498B,-0.014736842,0.8845526,0.4638265,0.17190629
499A,-0.2494382,0.956144,0.30915803,0.16873027
499B,-0.19019987,0.95003784,0.52947974,0.24844266
49A,-0.070753366,0.89203995,0.59255195,0.10997374
49B,-0.13295147,0.8798051,0.60166013,0.11577711
4A,0.19157088,0.8701299,0.7029588,0.067458175
4B,0.17199759,0.8634886,0.7125354,0.06367194
500A,0.075916104,0.624695,0.21193223,0.052118592
500B,0.07894171,0.6054362,0.18921986,0.0491365
501A,0.13571703,0.92306304,0.6988786,0.11983377
501B,0.005605381,0.9215327,0.731364,0.101589434
502A,0.07076102,0.8132734,0.4940492,0.12023228
502B,0.034554973,0.80808693,0.47623354,0.116959676
503A,-0.43075246,0.92043895,0.40923658,0.19921768
503B,-0.54369503,0.91729325,0.3856213,0.20267613
504A,0.06274292,0.748499,0.2359525,0.0762613
504B,0.07642972,0.7865236,0.27523965,0.0814105
505A,-0.093389295,0.8735607,0.33150688,0.252813
505B,-0.06437768,0.9406755,0.3680406,0.29765376
506A,0.14872119,0.8405049,0.5080027,0.077786066
506B,0.12976256,0.8615659,0.5065403,0.09352918
507A,-0.454039,0.8815379,0.38696462,0.30278283
507B,-0.34994912,0.8975719,0.5344856,0.17162518
508A,-0.30255163,0.8959707,0.6417557,0.12760285
508B,-0.33109808,0.8905388,0.63982975,0.14534278
509A,-0.58600295,0.93639964,0.6965944,0.20143569
509B,-0.38433293,0.93442625,0.73770773,0.14344537
50A,-0.1347464,0.90726143,0.5304735,0.16426541
50B,-0.8755187,0.93986905,0.38655633,0.19463518
510A,0.020379724,0.6972656,0.34770244,0.057779405
510B,0.014687883,0.75071883,0.36299306,0.05991107
511A,-0.0151944375,0.89564824,0.47191635,0.11981917
511B,0.03635567,0.8981881,0.5045435,0.10699411
512A,0.07881584,0.79299104,0.4278797,0.14776738
512B,0.07679672,0.7889399,0.42071813,0.104318716
513A,-0.3977475,0.91767776,0.6795099,0.113059126
513B,-0.35452795,0.9073978,0.6319744,0.13173895
514A,0.0109163085,0.38433844,0.051115423,0.019584153
514B,-0.015138532,0.30305678,0.05232472,0.012532324
515A,-0.20174165,0.93199253,0.5435924,0.2453244
515B,-0.068167605,0.928511,0.68004686,0.2729582
516A,-0.057819907,0.9948586,0.33972347,0.17507559
516B,-0.98275864,0.9945355,0.39789253,0.15435371
517A,-0.09240924,0.8867925,0.7086933,0.057825003
517B,0.30151337,0.8551618,0.6940529,0.057270475
518A,-0.028481012,0.89696676,0.18808077,0.11026257
518B,-0.39312038,0.88677514,0.16997592,0.08948573
519A,-0.2643851,0.9244509,0.53971994,0.2199744
519B,-0.25244617,0.92357635,0.60546607,0.22522004
51A,0.1920398,0.9985765,0.74905086,0.083680086
51B,0.3654391,0.99875236,0.7830475,0.0578875
520A,-0.27083334,0.93327653,0.7557967,0.12963134
520B,-0.15714286,0.9174744,0.74158305,0.12922339
521A,-0.1830161,0.810603,0.4675868,0.0898166
521B,-0.49265426,0.8733355,0.39539552,0.17449853
522A,-0.04336735,0.9094934,0.565356,0.20455267
522B,-0.30803975,0.9274854,0.6219456,0.19948329
523A,-0.007155635,0.83991104,0.6235715,0.082923606
523B,-0.013209013,0.8144431,0.5535823,0.11106907
524A,0.081397295,0.8624161,0.35616612,0.16621606
524B,0.03914591,0.8797592,0.33308458,0.1733792
525A,-0.40393755,0.92715234,0.6322521,0.41301152
525B,0.2723343,0.93436664,0.871341,0.033411365
526A,0.23305589,0.8099083,0.59212434,0.048725374
526B,0.23859191,0.8346315,0.5436429,0.064891815
527A,-0.32152843,0.8978313,0.44617835,0.16545404
527B,-0.37527114,0.9141914,0.3569973,0.2237356
528A,-0.46086955,0.959743,0.55585873,0.20879725
528B,-0.263285,0.947284,0.6240912,0.18881916
529A,-0.8518519,0.9976932,0.74574924,0.10044042
529B,-0.9949875,0.94753534,0.7160924,0.18698068
52A,-0.21015424,0.9368695,0.62042886,0.1697944
52B,-0.18061674,0.9522241,0.65702295,0.16177902
530A,-0.91939545,0.9067648,0.3677364,0.5164257
530B,-0.7011494,0.8798908,-0.08167664,0.40013543
531A,-0.5140665,0.9429196,0.5577313,0.20887104
531B,-0.7358491,0.9193111,0.6143025,0.21937378
532A,-0.23287672,0.8258695,0.3784067,0.13285121
532B,-0.22321214,0.8316876,0.42199063,0.15005863
533A,0.030057251,0.55385727,0.1919543,0.09009727
533B,-0.038402457,0.6860593,0.19650072,0.112497054
534A,-0.3053435,0.8470613,0.5109118,0.18936835
534B,-0.416122,0.8631331,0.45521283,0.23062885
535A,-0.32140195,0.87619877,0.08088146,0.16427699
535B,-0.16433942,0.19343066,0.0058422843,0.029101672
536A,-0.25650036,0.9344366,0.544052,0.19179422
536B,-0.30041152,0.9391932,0.5724734,0.1932196
537A,0.2855392,0.6572581,0.5205454,0.036823668
537B,0.25236169,0.70379853,0.53427494,0.043814998
538A,-0.556962,1.0,0.7403412,0.20232382
538B,0.10494245,1.0,0.8086847,0.08452806
539A,-0.12241054,0.8393267,0.51869273,0.14456008
539B,-0.06896552,0.8148055,0.53950465,0.12508017
53A,0.04241229,0.9047619,0.1579916,0.053224344
53B,0.07352278,0.34874758,0.16161102,0.023048963
540A,-0.8333333,0.9043894,-0.41648033,0.32014906
540B,-0.7023121,0.09426532,-0.5379003,0.060722403
541A,-1.0,0.37931034,-0.361369,0.14823708
541B,-1.0,0.5714286,-0.34447837,0.15780817
542A,-0.5457159,0.8633209,0.44422656,0.16441669
542B,-0.3605481,0.8733949,0.40859467,0.17513056
543A,0.18226601,0.8962494,0.7856888,0.08946729
543B,0.14181818,0.90048635,0.75731826,0.118137896
544A,0.1545916,0.75800073,0.3505103,0.06293848
544B,0.12613738,0.77010804,0.37713695,0.07072
545A,-0.0013605442,0.95734406,0.50770485,0.278906
545B,-0.40106952,0.9502887,0.34719864,0.26103047
546A,0.28681535,0.7840713,0.6086254,0.043008458
546B,0.36227643,0.7840042,0.62285125,0.0411116
547A,-0.25139666,0.834375,0.3163833,0.13197085
547B,-0.03748126,0.81347674,0.29744995,0.10080427
548A,-0.49348232,0.82575345,0.21682797,0.2695644
548B,-0.3206522,0.87959445,0.48148805,0.18493007
549A,0.016757436,0.91445315,0.4122247,0.28353998
549B,-0.088288285,0.92318475,0.5787877,0.30466482
54A,-0.15794769,0.91789,0.74111545,0.15972243
54B,0.07355865,0.93960017,0.8353174,0.061849847
550A,-0.1891892,0.88539743,0.33871406,0.23174842
550B,-0.13206106,0.8306557,0.25153458,0.15985708
551A,-0.03731343,0.8489384,0.5005717,0.15250851
551B,-0.153434,0.8468215,0.47089452,0.17218293
552A,0.11453397,0.8819346,0.5578879,0.09650246
552B,0.08700652,0.89449185,0.56887734,0.10728604
553A,0.17870408,0.71795654,0.49794757,0.06851021
553B,0.21620469,0.7366593,0.5168007,0.06726436
554A,0.057602864,0.93349856,0.6003333,0.17525618
554B,0.03106567,0.91556835,0.5722991,0.14040804
555A,0.13014273,0.6901961,0.32983533,0.06471004
555B,0.14221725,0.6904512,0.3488215,0.06827487
556A,-0.35750544,0.7912844,0.34273154,0.11983326
556B,0.09209454,0.7276888,0.33841956,0.09768512
557A,0.017439388,0.99941367,0.8521832,0.08306455
557B,0.031896386,0.927851,0.86017966,0.0552183
558A,-0.287373,0.90233463,0.6100293,0.18652742
558B,-0.31046718,0.9007055,0.56730807,0.16975461
559A,0.6013913,0.89608395,0.82301855,0.02026326
559B,0.5732354,0.89361703,0.8252983,0.020205611
55A,0.5890631,0.92771083,0.85207987,0.020986743
55B,0.5668724,0.9253525,0.85057855,0.023371095
560A,0.09090909,0.74127626,0.3312464,0.10952014
560B,0.09578544,0.8090384,0.37727806,0.11650203
561A,-0.059907835,0.8527661,0.2734279,0.1089669
561B,-0.24742268,0.8350589,0.29769266,0.12013111
562A,-0.24593602,0.8998198,0.25813586,0.14748904
562B,-0.21205008,0.8827014,0.30931824,0.15595491
563A,0.014153246,0.69781023,0.34549135,0.09874111
563B,0.026644181,0.74272025,0.3654673,0.10382482
564A,-0.49220103,0.8871795,0.36146307,0.15503839
564B,-0.32693046,0.86994016,0.44166344,0.17413795
565A,0.34615386,0.9058078,0.7731955,0.05406459
565B,0.32664996,0.87974536,0.7129593,0.047878735
566A,0.06949458,0.85530764,0.40043014,0.16854222
566B,-0.022968197,0.8687293,0.62891424,0.13335915
567A,-1.0,0.987269,0.5985972,0.26084024
567B,-1.0,0.95702255,0.66521895,0.21209775
568A,0.020765575,0.8418026,0.41040432,0.14370565
568B,0.018898489,0.85336536,0.42896155,0.12556444
569A,0.11506525,0.9473774,0.5443015,0.14999063
569B,0.03716814,0.95458233,0.5626016,0.17168364
56A,0.16293156,0.93502116,0.8777668,0.018941296
56B,-0.530572,0.9302993,0.8429559,0.20633382
570A,-0.48953974,0.8589788,0.34469166,0.21519113
570B,-0.12510356,0.87937456,0.41047764,0.21639258
571A,0.57371664,0.9213848,0.85598814,0.022172533
571B,0.58434165,0.91734695,0.855819,0.021363685
572A,-0.36574075,0.95767194,0.71428645,0.1586521
572B,-0.20330578,0.95782864,0.73411614,0.16663696
573A,-0.33142036,0.853012,0.3666599,0.19879116
573B,-0.28623453,0.8223991,0.5038994,0.18909158
574A,-0.061594203,0.85498375,0.22686918,0.1042929
574B,-0.024479805,0.76490796,0.20826478,0.08671542
575A,-0.4324778,0.7488759,0.3681857,0.084796146
575B,-0.13766032,0.6781806,0.3349061,0.073405236
576A,-0.0047032475,0.8595884,0.36859113,0.10005905
576B,0.0,0.8688096,0.3678116,0.11270006
577A,0.041752223,0.9200454,0.6933438,0.17389175
577B,0.0643035,0.9270917,0.64770514,0.17989841
578A,-0.49908814,0.9378344,0.45168346,0.19954465
578B,-0.5119787,0.9207378,0.4414515,0.18514138
579A,-0.4730769,0.9246324,0.7124045,0.25938416
579B,-0.32751092,0.92699677,0.74602926,0.212713
57A,-0.52380955,0.907829,0.7529457,0.12251979
57B,-0.5281267,0.94547105,0.6208639,0.25116163
580A,0.13133179,0.9314446,0.6422959,0.13602617
580B,-0.06709451,0.94340384,0.70331746,0.13858195
581A,-0.33486062,0.8345241,0.3458352,0.090688236
581B,-0.19579369,0.8512549,0.30845252,0.08858564
582A,-0.24436319,0.8909757,0.539328,0.11793855
582B,-0.33261222,0.9025341,0.45665637,0.1574245
583A,-0.98058254,0.9130435,0.6374414,0.2321189
583B,-0.97938144,0.8805078,0.63879067,0.15234189
584A,0.07519388,0.82772064,0.39118752,0.13264537
584B,-0.04109589,0.8311657,0.37204912,0.117579415
585A,0.06210269,0.85953826,0.47418255,0.13452862
585B,0.11788079,0.86594856,0.6455086,0.111859456
586A,0.38744172,0.860668,0.7341629,0.027903588
586B,0.021549748,0.85040593,0.7379559,0.054704808
587A,-0.15601023,0.87863046,0.32098603,0.119545095
587B,-0.0371248,0.8365432,0.3218301,0.09962421
588A,-0.050047006,0.95158595,0.46911287,0.19910657
588B,-0.028716216,0.94923526,0.57935,0.19885387
589A,0.052404437,0.8821155,0.4735363,0.17044476
589B,0.04670039,0.8683657,0.43178415,0.16481087
58A,-0.36473164,0.8973064,0.5365552,0.20697911
58B,-0.38249665,0.9103675,0.5922904,0.13608624
590A,-0.11729623,0.9070491,0.57307875,0.12884724
590B,-0.1379845,0.9151776,0.57128906,0.15464635
591A,0.13533057,0.9195795,0.56154835,0.1117933
591B,0.12853236,0.9410058,0.60982895,0.092176326
592A,-0.31905782,0.9135749,0.6851034,0.10672972
592B,-0.513099,0.9117029,0.6895526,0.11823628
593A,0.01594533,0.8516432,0.3170257,0.05914251
593B,-0.12345679,0.8611043,0.30708176,0.07817172
594A,-0.08286404,0.80670786,0.4878985,0.11764706
594B,-0.09872241,0.80054474,0.5033048,0.13069898
595A,0.53183764,0.8715659,0.79320854,0.022452286
595B,0.5437613,0.87048125,0.79296017,0.022482615
596A,-0.31513646,0.9018405,0.6806377,0.10252226
596B,-0.37193763,0.8888889,0.6774188,0.08290967
597A,0.13510324,0.8549639,0.64031434,0.13695835
597B,0.14562745,0.8525554,0.64706635,0.1466143
598A,-0.067073174,0.9630157,0.642792,0.21400726
598B,-0.27289048,0.9547115,0.6160841,0.21208769
599A,-0.38271606,0.9099731,0.451568,0.24321926
599B,-0.34640524,0.9095284,0.46297404,0.2977849
59A,-0.024793388,0.85432535,0.40186492,0.1534147
59B,-0.041931383,0.84596723,0.45445842,0.18066394
5A,-0.4490838,0.80496544,0.44656965,0.1802962
5B,-0.4630617,0.8194987,0.5064511,0.18877892
600A,0.13926658,0.8845289,0.5454487,0.111982875
600B,0.13337508,0.8811218,0.52338535,0.13777767
601A,-0.24426451,0.8738739,0.65573424,0.065038234
601B,0.027536232,0.8418157,0.64542633,0.07708932
602A,-0.52032053,0.92293113,-0.30959427,0.26535583
602B,-0.53823954,-0.25068492,-0.4226903,0.028087577
603A,-0.10483365,0.8027389,0.48785612,0.10970096
603B,0.04154002,0.78910923,0.4719138,0.10410229
604A,0.14319715,1.0,0.7772567,0.07771259
604B,0.026754556,0.9578504,0.74775255,0.07766585
605A,-0.56186986,0.79279417,-0.25004822,0.1589632
605B,-0.5582822,0.7469102,-0.26443407,0.1441014
606A,0.06936291,0.99862635,0.8516767,0.042208593
606B,0.0133010885,0.9979859,0.8684695,0.06417108
607A,-0.24303797,0.9091392,0.564366,0.24112995
607B,-0.41430947,0.9041196,0.45138267,0.220696
608A,0.029073698,0.9981618,0.6416576,0.17275724
608B,0.045598194,0.9980139,0.59921926,0.18789399
609A,-0.29577464,0.91775703,0.70574105,0.16183147
609B,-0.35261402,0.9008621,0.73786104,0.13005246
60A,-0.44651952,0.98846596,0.7430674,0.17162937
60B,-0.40777737,0.9973701,0.7568742,0.16963185
610A,-0.08531631,0.8614913,0.40142828,0.116066664
610B,-0.34476843,0.88159466,0.450727,0.15564021
611A,-0.28874734,0.87855834,0.4317793,0.1981203
611B,-0.3589109,0.88088644,0.38320068,0.19938885
612A,0.23130158,0.9257221,0.8218136,0.111715294
612B,0.16666667,0.9335494,0.8165519,0.11311737
613A,-0.044761904,0.89508873,0.58796334,0.21289173
613B,-0.4032674,0.924149,0.69225025,0.15845445
614A,-0.255745,0.8719714,0.3529588,0.1282736
614B,-0.1912088,0.81029457,0.28644,0.10770813
615A,-1.0,0.999659,0.3419987,0.19575638
615B,-0.5770925,0.88195616,0.3384118,0.08425883
616A,-0.26340327,0.9148311,0.4692585,0.1563398
616B,-0.5212038,0.8640898,0.376007,0.1330639
617A,-0.01810715,0.86551124,0.45477,0.10738938
617B,-0.24792115,0.85609514,0.4596671,0.10003205
618A,-0.1537588,0.9007578,0.6209097,0.16459759
618B,0.05076551,0.89990187,0.65108126,0.12892276
619A,0.11487759,0.9290723,0.88130844,0.05440279
619B,0.2161642,0.9376187,0.88590556,0.0473331
61A,0.3124347,0.8927527,0.78566957,0.05109767
61B,0.43064448,0.9023823,0.80714905,0.046743188
620A,-0.12949976,0.81923205,0.5228903,0.134383
620B,-0.11084434,0.81683534,0.503055,0.11779938
621A,-0.29290617,0.8150931,0.3071406,0.055651687
621B,-0.35076922,0.800185,0.33199915,0.060911298
622A,0.064783245,0.8958854,0.289563,0.12288314
622B,0.05839225,0.9050706,0.27875882,0.10779641
623A,-0.50780314,0.90511113,0.5083471,0.18557878
623B,-0.57857144,0.9174575,0.47332314,0.22145611
624A,0.41662753,0.93886465,0.8698981,0.022758882
624B,0.205298,0.9392733,0.86879563,0.035251725
625A,0.103626944,0.8680397,0.64004666,0.06013901
625B,0.11056653,0.8289612,0.5978156,0.10947515
626A,-0.03607257,0.5538022,0.11789752,0.041842174
626B,-0.4008097,0.8062514,0.12866011,0.049258705
627A,0.039524175,0.8249544,0.37480655,0.119203836
627B,0.052054796,0.81126446,0.3735989,0.1079665
628A,-0.9870968,0.91612566,0.20834137,0.51265544
628B,-0.9895288,0.93009007,0.18777037,0.5278039
629A,-0.17801477,0.8421677,0.25013903,0.20523536
629B,-0.07393526,0.8476692,0.19251359,0.19070017
62A,-0.07769544,0.91778594,0.27024508,0.20148459
62B,-0.38403043,0.91203165,0.23283039,0.20452854
630A,-0.3771017,0.88629067,0.45695412,0.17269446
630B,-0.2541222,0.88335156,0.44602394,0.17957999
631A,-0.16869979,0.7796002,0.4188998,0.09303258
631B,-0.2886076,0.77141535,0.39941245,0.093798086
632A,-0.09082652,0.9801049,0.46655244,0.2879186
632B,-0.020399112,0.97176737,0.48947173,0.24759646
633A,0.14403293,0.83432126,0.4923909,0.06340646
633B,0.14424478,0.84176606,0.49988508,0.07020129
634A,0.110853165,0.8371407,0.6745072,0.09807002
634B,0.0377804,0.82940733,0.62401384,0.14532669
635A,0.0051993066,0.8741866,0.7573133,0.15787445
635B,-0.05168088,0.8778692,0.47849274,0.28218758
636A,-0.3672346,0.8714871,0.524402,0.15052488
636B,-0.31630647,0.87976134,0.58571196,0.18061566
637A,-0.48375767,0.8347353,0.2929356,0.12774989
637B,-0.4143167,0.8144092,0.3548185,0.12836072
638A,-0.06864564,0.881354,0.51463795,0.13439327
638B,0.15457116,0.8849425,0.5119712,0.10836636
639A,-0.4986945,0.9182477,0.783476,0.17107518
639B,-0.33333334,0.9108028,0.58652985,0.27295974
63A,-0.9893617,0.8504155,-0.4040438,0.102125585
63B,-0.993921,0.9498086,0.39476603,0.6410202
640A,0.0557567,0.8262961,0.52362967,0.11426784
640B,0.046224255,0.84033,0.5249585,0.11928126
641A,0.14718889,0.7992868,0.49549374,0.12013147
641B,0.11123853,0.8410531,0.48661572,0.12612224
642A,-0.030428769,0.86261475,0.43785006,0.13240677
642B,0.009079118,0.8833121,0.45725048,0.13174172
643A,0.029235382,0.84299904,0.30894136,0.11554515
643B,0.0023809525,0.7756528,0.28645647,0.09303716
644A,-0.36945072,0.89355016,0.68748283,0.25033197
644B,-0.25644916,0.8882194,0.7719593,0.09553199
645A,-0.0118565215,0.8713019,0.4694004,0.15309879
645B,-0.40607563,0.8551991,0.42109957,0.20133615
646A,-0.38307482,0.9356491,0.57993484,0.16100651
646B,-0.6195509,0.9355475,0.5186962,0.22366925
647A,0.08526234,0.9220089,0.7206988,0.14026703
647B,0.13430059,0.9206694,0.76127857,0.114278175
648A,-0.451507,0.9145712,0.6789018,0.19698507
648B,-0.46544716,0.9210291,0.6868319,0.18391995
649A,0.089930825,0.8277027,0.55804014,0.14245322
649B,0.12307692,0.76664054,0.44186422,0.12724505
64A,0.61756635,0.9156157,0.86306167,0.018745996
64B,0.66483516,0.91501415,0.85947585,0.017838106
650A,-0.37908497,0.8826006,0.44587722,0.18213384
650B,-0.5328024,0.8892308,0.44522506,0.18240604
651A,-0.20955484,0.89045167,0.2661769,0.11025784
651B,-0.44892946,0.96190476,0.26165837,0.108738706
652A,-0.06973366,0.8773896,0.3746149,0.23792955
652B,-0.0608867,0.9004188,0.5185963,0.20365328
653A,0.38597006,0.938255,0.8245623,0.047826324
653B,0.13632366,0.928201,0.86162305,0.024675157
654A,0.18767789,0.9233568,0.8254306,0.05780056
654B,0.59322035,0.9247649,0.8453195,0.022535887
655A,0.054283846,0.8852269,0.5851773,0.1205692
655B,0.029778019,0.8871874,0.49387032,0.13331257
656A,0.15151516,0.66310495,0.3547636,0.057589255
656B,0.08280255,0.7294595,0.3688043,0.08800697
657A,0.025059352,0.9143376,0.45767796,0.1452136
657B,-0.21160541,0.82994264,0.33372653,0.14636557
658A,-0.25791636,0.7831772,0.45761928,0.09078555
658B,-0.3948071,0.8590993,0.45397392,0.104943015
659A,-0.9157895,0.9126328,0.30147713,0.33806628
659B,-0.97894734,0.8907739,0.30330443,0.24809186
65A,-0.10988336,0.83991724,0.4001566,0.093495324
65B,-0.021329988,0.8270704,0.42076913,0.084476
660A,-0.06260297,0.8798414,0.5460854,0.16131961
660B,-0.0025510204,0.9028133,0.6191493,0.10358187
661A,0.09441909,0.7640182,0.41549304,0.15847851
661B,-0.1321314,0.73730683,0.34090745,0.08244487
662A,-0.28978622,0.80743563,0.4337499,0.18991017
662B,-0.4691479,0.81863666,0.36771607,0.19912645
663A,-0.170315,0.8993638,0.67663026,0.062355228
663B,0.07155963,0.827986,0.6383333,0.037132863
664A,0.15722851,0.88496983,0.74129194,0.071173206
664B,0.03466269,0.89141417,0.7293313,0.10346811
665A,-0.030771935,0.9377235,0.41017577,0.15868197
665B,-0.25118056,0.9008609,0.35774752,0.14028314
666A,-0.05898491,0.72211814,0.17343253,0.08856052
666B,-0.1361805,0.7547822,0.21232319,0.10583805
667A,-0.05642994,0.8089224,0.29953086,0.15523192
667B,-0.39033458,0.7561199,0.4009391,0.113683045
668A,-0.30730823,0.7799957,0.30748117,0.14016788
668B,-0.13388917,0.7864157,0.28348783,0.10282327
669A,-0.4277929,0.90798545,0.5274974,0.16482793
669B,-0.41343874,0.90927655,0.5499855,0.17134643
66A,-0.9895288,0.999597,0.29470372,0.2004507
66B,-0.9945504,0.9995496,0.2284625,0.15088668
670A,-0.2818792,0.94952476,0.6341401,0.11661835
670B,-0.57042253,0.94541913,0.6461988,0.12262208
671A,0.24469274,0.814219,0.6999144,0.038161524
671B,0.25956938,0.8234459,0.7082682,0.04261493
672A,-0.3355756,0.87842554,0.5190551,0.1352743
672B,-0.33275825,0.8252046,0.49771821,0.13480781
673A,0.121996306,0.9075754,0.50616425,0.12291344
673B,0.11203752,0.91175187,0.52842516,0.15034834
674A,-0.5430108,0.9427962,0.4662422,0.20414294
674B,-0.2657005,0.9629858,0.50840116,0.20065852
675A,0.15592286,0.9018692,0.5149604,0.18590373
675B,0.14745973,0.9043864,0.53326607,0.1675075
676A,-0.5852885,0.9108189,0.4567875,0.14858922
676B,0.033794165,0.90005565,0.53631103,0.15112267
677A,0.47652528,0.8977421,0.7815805,0.032158896
677B,0.53479856,0.89307535,0.7887997,0.031796675
678A,0.12297466,0.87360936,0.58409834,0.16367802
678B,0.22288783,0.88374484,0.7033702,0.08661059
679A,0.09971145,0.9034483,0.4879939,0.14939715
679B,0.09250034,0.8807512,0.4730466,0.14372163
67A,-0.38862875,0.86211365,0.48772407,0.1638533
67B,-0.38181818,0.8460491,0.5069448,0.13717675
680A,0.125,0.90976673,0.828702,0.026555141
680B,-0.25675675,0.90707964,0.80397487,0.087107964
681A,0.65857416,0.9062748,0.83593166,0.022528334
681B,0.68239355,0.9061608,0.843058,0.018493656
682A,-0.048814505,0.7531788,0.42296156,0.12763543
682B,-0.46314973,0.84922117,0.35887873,0.17168458
683A,-0.23295692,0.8459844,0.65127754,0.16827002
683B,-0.24460115,0.84736544,0.6440524,0.18363464
684A,-0.19874346,0.84511787,0.55037,0.16796726
684B,-0.50978374,0.89934915,0.4776683,0.17463782
685A,0.2642512,0.91865355,0.8381605,0.024633085
685B,0.29081863,0.9220144,0.84201634,0.024997314
686A,-0.15124816,0.83957714,0.23688464,0.25650185
686B,-0.14852607,0.85733515,0.26856428,0.27369106
687A,-0.29707113,0.8570743,0.3114619,0.092071794
687B,-0.015486726,0.86827457,0.29425135,0.116205044
688A,-0.52380955,0.99378884,0.48841885,0.13289107
688B,-0.5586854,0.9907407,0.5115408,0.13988213
689A,-0.4969574,0.8943396,0.60432905,0.100358434
689B,-0.080177076,0.87540376,0.5875441,0.08983122
68A,0.14209524,0.88514453,0.7112207,0.06885712
68B,0.016658954,0.88293284,0.6484095,0.117548995
690A,0.04163418,0.8269732,0.47915816,0.078938276
