Unnamed: 0,Initial dates,End dates,Latitud,Longitudes,Cloudiness Mean,Water percentage Mean,Vegetation percentage Mean,Year,Month,Duration_Days
32,2021-01-15,2021-04-15,-14.32410278717701,-45.86843290637486,2.958767857142857,0.0015985714285714,81.73380657142857,2021,1,90
33,2023-02-20,2023-05-20,10.98228600654741,76.7652752882141,1.298967833333333,0.514879,68.624139,2023,2,89
34,2018-02-04,2018-05-04,38.68991705131752,-3.768571635611295,0.1027285,0.414312,45.6030565,2018,2,89
35,2020-05-11,2020-08-11,-13.81208120817522,-58.68332331940002,1.1502513,0.0051614,54.73171979999999,2020,5,92
36,2019-08-09,2019-11-09,-17.84055642036545,-48.99909467184409,0.4388438181818182,0.6141992727272727,30.01882690909091,2019,8,92
37,2019-07-06,2019-10-06,31.99496487312936,99.69492413444168,2.598523333333333,0.153762,88.88003433333331,2019,7,92
38,2023-07-01,2023-10-01,-13.29271510965497,-51.92021944498013,1.340038764705882,0.351634294117647,52.98297758823529,2023,7,92
39,2023-01-02,2023-04-02,-16.98204146538343,-48.09192538814247,1.251764,1.365815666666667,77.10181666666666,2023,1,90
40,2019-08-17,2019-11-17,-31.6480892883802,116.606373881351,0.8276549000000001,0.1978299,70.0652105,2019,8,92
41,2023-02-09,2023-05-09,27.8772443145545,77.31349745350735,0.0006085999999999,0.232885,66.9765902,2023,2,89
42,2019-05-15,2019-08-15,-26.48886752247485,150.6557162230663,0.8034266923076925,0.1237768461538462,40.30499415384615,2019,5,92
