Latitud,Longitudes,Cloudiness Mean,Water percentage Mean,Vegetation percentage Mean,Year,Month,Duration_Days,NDVI_Mean_A,NDVI_Std_A,RGB_Mean_A,RGB_Std_A,VV_Mean_A,VV_Std_A,VH_Mean_A,VH_Std_A,NDVI_Mean_B,NDVI_Std_B,RGB_Mean_B,RGB_Std_B,VV_Mean_B,VV_Std_B,VH_Mean_B,VH_Std_B
35.36698752849388,-120.3394876440156,0.137027,0.87799,20.106609,2019,6,92,0.4299776,0.11293122,65.29055,22.031261,119.49798,23.201902,65.278046,21.369953,0.3071077,0.09421525,79.93399,28.305033,105.20695,23.510653,42.54391,23.418365
24.01484562223929,77.4313714796395,1.165846666666666,0.8518629999999999,51.746623,2023,8,92,0.35770774,0.1763258,70.2861,19.675867,124.374794,11.0673065,53.55922,15.682487,0.45958567,0.18364385,59.563126,20.659233,124.60504,13.436907,60.42751,16.270048
34.91077246255159,72.1523429605761,1.904933071428571,0.207459,46.99131071428572,2023,2,89,0.6139791,0.12397797,57.536804,25.528727,142.564,49.58283,84.74328,41.288174,0.6432759,0.1621703,57.213367,30.851028,129.39172,34.018917,73.15266,28.735773
26.91230759868501,73.6611965625874,1.850318,0.0051129999999999,30.52205233333333,2021,8,92,0.34660393,0.093039766,103.04534,32.558918,115.00419,18.793991,56.55422,18.429577,0.3571071,0.090361424,97.67272,32.040955,117.93442,14.9638405,59.21802,15.391511
33.65950321709788,96.35363688311644,0.8800599999999998,0.384252,31.426033,2021,7,92,0.3938598,0.20120895,49.66385,28.116076,143.96342,59.22838,71.75344,48.787727,0.4277593,0.19359572,49.090897,30.26911,129.41397,61.742798,61.299637,48.633743
-15.85076528278005,34.41251314849205,1.06090075,0.15389475,90.43438575000002,2023,3,92,0.59255195,0.10997374,47.720608,15.961705,129.40576,16.983778,74.949425,15.504854,0.60166013,0.11577711,46.694946,15.245148,125.35908,14.902058,70.89026,15.186558
36.36669214050009,101.9475390142233,4.8136495,0.379375,62.32770650000001,2021,7,92,0.5304735,0.16426541,63.502075,27.736094,114.42068,28.22484,52.438976,23.116987,0.38655633,0.19463518,83.680695,38.550888,114.921104,35.754856,43.217865,28.935999
-36.58885727913951,148.3518114369096,1.240360333333333,0.5829223333333333,80.37367866666666,2021,4,91,0.74905086,0.083680086,15.795152,8.638109,123.794106,20.642534,70.892235,20.651104,0.7830475,0.0578875,14.434307,7.8322277,124.85409,18.25313,71.8659,18.81487
-35.3064592262858,144.9416407542321,0.4744605,0.0862431999999999,71.5787531,2020,4,91,0.62042886,0.1697944,50.679096,25.946142,100.957115,17.291456,27.57813,20.692421,0.65702295,0.16177902,49.208893,30.605247,101.06088,18.519983,33.531757,24.063585
36.80702525765901,30.04998575984567,1.662871142857143,19.79437514285714,27.06797108571429,2018,8,92,0.1579916,0.053224344,148.10023,49.94456,119.13794,22.13959,54.931362,34.040237,0.16161102,0.023048963,158.18369,49.146767,144.10661,34.781628,84.56845,33.14236
17.11745707879022,121.0646721145981,2.841734,0.025665,91.549122,2021,1,90,0.74111545,0.15972243,39.769573,20.789911,129.76054,43.290173,77.40205,40.848724,0.8353174,0.061849847,30.348883,15.103153,118.77215,49.02126,69.266685,43.739212
-1.774962367231154,-58.96922601203288,3.953547333333333,7.634635,86.774961,2020,7,92,0.85207987,0.020986743,24.1803,8.6998625,143.24406,13.242319,90.95556,13.107452,0.85057855,0.023371095,23.871027,8.542575,142.31178,13.1102085,89.735985,12.925929
-9.997738709558035,-74.17423470968504,0.9043805,4.036879,93.1167635,2020,4,91,0.8777668,0.018941296,22.70642,8.366817,147.63515,13.439802,91.814735,12.89836,0.8429559,0.20633382,25.473532,13.919892,143.9759,24.977316,86.99418,19.744642
-16.33327430866623,-56.03148869914644,1.229749857142857,0.6932195238095238,90.31550485714286,2020,3,92,0.7529457,0.12251979,31.971598,12.293037,139.8572,12.6057415,90.58639,12.713754,0.6208639,0.25116163,43.886402,21.340582,130.7742,24.347624,80.80777,21.047773
-10.26713658429472,-47.85216888760925,0.1183462142857143,0.0822284285714285,64.03415921428572,2021,6,92,0.5365552,0.20697911,49.30249,33.313538,126.45431,19.051708,70.60153,23.065138,0.5922904,0.13608624,39.747646,17.117338,127.90229,16.353693,74.08282,16.72162
-21.73475243175087,-53.79580868494868,0.1714551052631579,0.0515485789473684,57.79613631578947,2023,6,92,0.40186492,0.1534147,65.32548,24.111427,116.34061,15.620974,62.22296,21.700073,0.45445842,0.18066394,59.993748,26.407578,119.76914,16.921564,66.339935,23.204876
-27.31533799686657,-49.62603993443011,2.028249,0.0612655,89.649585,2020,6,92,0.7430674,0.17162937,32.52479,21.397064,127.53623,22.770607,74.701355,21.39765,0.7568742,0.16963185,29.94396,20.592089,129.81633,21.792551,76.64306,20.619402
6.995391233067835,22.35876292240101,2.108793,0.072265,94.871926,2021,7,92,0.78566957,0.05109767,24.923681,7.724452,143.67152,9.701375,90.12905,9.648493,0.80714905,0.046743188,23.91154,7.7453218,145.71626,9.9311905,90.85354,9.755921
-21.06192776409067,-55.10466265341002,1.586219333333333,0.0185243333333333,41.90632799999999,2019,8,92,0.27024508,0.20148459,79.504326,33.234825,103.35897,17.933075,26.67576,27.29998,0.23283039,0.20452854,83.97237,35.578243,102.69464,18.757639,26.479515,27.57325
10.73591340173569,-74.43045885363247,0.8470133333333333,5.374135666666668,88.76774133333333,2019,4,91,-0.4040438,0.102125585,23.632013,7.46066,26.076996,12.772364,0.004508972,0.503083,0.39476603,0.6410202,32.55221,19.799671,110.48023,55.840576,66.187614,42.88488
-11.42634555863006,-53.63845334533816,0.8558795384615384,0.8214371923076921,91.31694369230767,2023,7,92,0.86306167,0.018745996,24.770996,7.909578,138.4399,17.402103,85.76693,18.873194,0.85947585,0.017838106,24.600828,7.888847,139.4975,16.874916,88.29067,18.118057
-15.53297569853264,143.3443312785363,0.6928058333333335,0.0335400833333333,47.66807175,2021,6,92,0.4001566,0.093495324,56.298306,23.265984,97.298164,15.596556,43.630768,19.243141,0.42076913,0.084476,52.573215,19.458897,100.77594,13.420354,48.733673,16.798386
39.78801004800486,-4.681574812083284,1.21132,0.1861632,25.168966,2017,5,92,0.29470372,0.2004507,94.58123,54.31662,119.50083,18.008223,61.252197,20.411766,0.2284625,0.15088668,114.11813,58.662045,111.402,16.619745,50.210358,19.28673
23.83087230885561,83.61384234679036,0.9624878571428572,0.5918212857142856,43.39773885714285,2022,1,90,0.48772407,0.1638533,54.32832,28.15713,122.5473,19.37384,65.62646,21.560968,0.5069448,0.13717675,51.6093,21.65026,124.924225,18.564365,67.16713,19.623713
-22.79941552976513,-64.43640108635496,1.25699,0.10990425,66.70271775,2021,9,91,0.7112207,0.06885712,39.029037,9.537327,142.4991,33.47766,92.24102,31.3694,0.6484095,0.117548995,43.995342,14.035135,144.09077,20.384718,94.54376,20.020042
33.43656107082991,-95.60638110753548,1.087378875,1.2765945,76.253449875,2020,8,92,0.53560686,0.16286747,51.184452,23.975735,121.51052,22.828447,66.25733,24.89271,0.5661702,0.14141975,47.489727,16.81188,122.79453,25.332062,68.46665,25.945965
-26.49809469274537,-49.00467473941606,0.3966065,0.3616265,90.8557265,2020,6,92,0.62832767,0.29334572,41.13197,31.176615,146.78165,26.429543,85.159996,25.476784,0.58716846,0.28463906,45.0434,29.675068,141.97786,24.230375,79.6748,25.704231
37.07629706857939,39.94542851145874,1.0196604,0.1116084,27.8234032,2022,5,92,0.39581797,0.29579753,107.84147,67.35131,102.185036,15.82442,22.292786,21.918718,0.522074,0.26855576,80.19218,49.90568,101.3478,10.592389,24.625488,15.662424
-14.21212048064674,-53.67553372752026,2.164062,0.095733,91.7794564,2019,2,89,0.6002388,0.13922542,46.58295,21.602043,126.956825,15.52401,80.181885,13.4923525,0.6817248,0.10110397,36.774494,14.734687,138.10503,12.826428,87.80688,11.321558
-22.35957722992261,-59.87339575228019,1.4922264,0.1547158,76.09747349999999,2019,1,90,0.5944044,0.1486443,58.67084,27.453543,123.46937,11.492783,77.08569,11.70493,0.5731059,0.1611282,61.13138,28.84542,122.18815,12.12899,75.34289,12.774332
35.54240284064693,106.1996302554899,0.47547875,0.052216,84.81361275,2019,7,92,0.85370344,0.04083803,33.976917,14.538213,132.29222,35.05027,84.33867,34.188667,0.79357386,0.15019491,39.487175,23.035921,139.12872,31.583374,86.47937,30.386051
-5.261888827467089,-64.35096399518866,0.276685,0.133463,99.173552,2022,6,92,0.8058677,0.021865549,33.908634,8.154594,144.65495,10.955168,90.08081,10.883888,0.80732465,0.022252923,32.99951,7.994464,144.57713,10.379396,90.3157,10.355102
-18.59437265576141,143.6572380373294,0.146886,0.0451655714285714,29.21796714285714,2022,6,92,0.43076763,0.08586339,51.765034,17.638388,105.66621,13.699963,52.043854,14.090302,0.4268769,0.09507961,51.607,19.489927,107.76434,14.26154,53.686268,14.629314
